model,num_documents,gold_index,question,gold_answers,em_first_line,em_full,model_answer_failed,model_answer
gpt-4.1,30,0,right to property according to the constitution of india is a,constitutional right,0.0,0.0,False,"According to the Constitution of India, the right to property is **no longer a fundamental right**. It was originally a fundamental right under Articles 19(1)(f) and 31, but the **44th Amendment of 1978** removed it from the list of fundamental rights and introduced Article 300-A, which states that ""no person shall be deprived of his property save by authority of law"" [Documents 5, 7, 20].  Now, the right to property"
gpt-4.1,30,0,who is the president of usa right now,Donald Trump,1.0,1.0,False,"Based on the provided search results, **Donald Trump is the 45th and current president of the United States**, having been inaugurated on January 20, 2017 [1](#1), [4](#4), [30](#30)."
gpt-4.1,30,0,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,False,The middle cranial fossa houses the temporal lobes of the brain and the pituitary gland (hypophysis) [1](#1) [2](#2) [27](#27).
gpt-4.1,30,0,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,False,"The greasers in *The Outsiders* live in Tulsa, Oklahoma. While the book never explicitly states the city, it is confirmed in background information and adaptations that the story takes place in Tulsa in 1965 ([Document 1](#1), [Document 5](#5)). The greasers are described as a group of working-class teenagers who live on the poorer side of town, in contrast to their rivals, the Socs, who come from wealthier neighborhoods ([Document 5"
gpt-4.1,30,0,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,False,"In the plane crash on ""Grey's Anatomy,"" which occurs in the season 8 finale titled ""Flight,"" the main character who dies is **Dr. Lexie Grey** (played by Chyler Leigh) [1][10][14]. She is one of the six doctors from Seattle Grace Mercy West Hospital involved in the aviation accident, and despite the efforts of her colleagues, she ultimately succumbs to her injuries.  Additionally, **Dr. Mark Sloan** (played by Eric Dane), who"
gpt-4.1,30,0,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",0.0,1.0,False,"Hops are primarily grown in the United States in the following regions:  - **Yakima Valley, Washington**: One of the most important hop production centers in the US, located in the Pacific Northwest ([1](#1)). - **Willamette Valley, Oregon**: Another major hop-growing area ([1](#1)). - **Western Canyon County, Idaho**: Including the communities of Parma, Wilder, Greenleaf, and Notus ([1](#1)).  These regions are"
gpt-4.1,30,0,what's the dog's name on tom and jerry,Spike,1.0,1.0,False,"The main dog's name in Tom and Jerry is **Spike**. He is an American bulldog who is particularly disapproving of cats, especially Tom, but is a softie when it comes to mice like Jerry. Spike is very protective of his son, **Tyke**, who also appears in the series. Spike first appeared in the 1942 cartoon ""Dog Trouble"" ([1](#1))."
gpt-4.1,30,0,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,0.0,False,"Most of Africa's petroleum and natural gas resources are concentrated in the following regions:  **1. North Africa:**   - **Libya** is dominant in oil and gas, holding approximately 50% of Africa's oil reserves ([10](#10)).   - **Algeria** is also rich in oil and natural gas ([10](#10)).   - **Egypt** is the largest non-OPEC oil producer and the second-largest dry natural gas producer in Africa, with the largest oil"
gpt-4.1,30,0,in which sea pearl is found in india,the Indian Ocean,0.0,0.0,False,"Pearls in India are primarily found in the **Gulf of Mannar**, which is part of the **Laccadive Sea** (also known as the Lakshadweep Sea), located between the southeastern tip of India and the west coast of Sri Lanka. The ancient chronicle Mahavamsa and several historical records mention the thriving pearl industry in the port of Oruwella in the Gulf of Mannar ([Document 6](#6), [Document 14](#14"
gpt-4.1,30,0,how many countries are a part of opec,14,0.0,0.0,False,"As of June 2018, OPEC has 15 member countries: six in the Middle East (Western Asia), seven in Africa, and two in South America ([Document 2](#2)). However, membership can change over time as countries join, suspend, or withdraw from the organization. For example, Qatar announced it would leave OPEC effective January 1, 2019 ([Document 29](#29)), and other countries like Indonesia and Ecuador have also suspended or withdrawn their membership"
gpt-4.1,30,0,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,False,"A Jeep is primarily considered a **sport utility vehicle (SUV)** and an **off-road vehicle**. Jeep's current product range consists solely of SUVs and off-road vehicles, although in the past it has also included pickup trucks ([Doc 1](#1)). Some Jeep models, such as the Grand Cherokee and Wagoneer, reach into the luxury SUV segment ([Doc 1](#1), [Doc 28](#28)).  Historically, the original Jeep (the Willys"
gpt-4.1,30,0,what is the name of manchester united stadium,Old Trafford,1.0,1.0,False,"The name of Manchester United's stadium is Old Trafford[^1^][^10^][^21^][^24^][^27^].  --- [^1^]: Document 1: ""moved to its current stadium, Old Trafford, in 1910."" [^10^]: Document 10: ""Before 1902, Manchester United were known as Newton Heath, during which time they first played their football matches at North Road and then Bank Street in Clayton. ... moved to its"
gpt-4.1,30,0,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,False,"The theme song for ""The Proud Family"" is performed by Solange Knowles, featuring Destiny's Child. Solange Knowles & Destiny's Child are credited with performing the theme song for the show ([Document 1](#1), [Document 20](#20))."
gpt-4.1,30,0,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,False,"The lyrics to ""Can't Get You Out of My Head"" were written by Cathy Dennis and Rob Davis.   ([Document 1](#), [Document 3](#))"
gpt-4.1,30,0,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,0.0,0.0,False,"Monetary penalties imposed by the IRS may affect a wide range of individuals and entities, including:  1. **Individual Taxpayers**: Anyone required to file a federal tax return or pay federal taxes can be subject to monetary penalties for failures such as late filing, late payment, underpayment of estimated taxes, or filing incorrect returns. For example, there are penalties for failing to timely file or pay taxes, which are generally based on the amount of tax owed and the degree of lateness (["
gpt-4.1,30,0,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,False,"The character who turned out to be ""The Mother"" on *How I Met Your Mother* is Tracy McConnell. She is portrayed by actress Cristin Milioti. Tracy is first fully seen in the season 8 finale, ""Something New,"" and becomes a main character in season 9. The show reveals her name and story in the final season, culminating in her meeting Ted Mosby at the Farhampton train station after Barney and Robin's wedding [1](#1), [3"
gpt-4.1,30,0,what is the corporate tax rate in great britain,20%,0.0,1.0,False,"The corporate tax rate in Great Britain (United Kingdom) has changed over time. According to the provided search results:  - The main corporate tax rate was reduced from 28% in 2008–2010 to a flat rate of **20% as of April 2015**. [Document 1] - The main rate for small companies and other bands have also existed, but the **flat rate of 20%** applied from April 2015. [Document 1] -"
gpt-4.1,30,0,what is the meaning of the name sinead,God forgave/God gratified,1.0,1.0,False,"The name **Sinéad** is an Irish feminine name, pronounced /ʃɪˈneɪd/ (shi-NADE). It is derived from the French name **Jeanette**, which is cognate to the English **Janet**—itself a feminine form of the Hebrew name **Yohannan**, meaning ""**God forgave/God gratified**"" [1]. In English, Sinéad is commonly translated as either **Jane** or **Jennifer**, or"
gpt-4.1,30,0,what network is showing the monday night football game,ESPN,1.0,1.0,False,"The ""Monday Night Football"" game is shown on **ESPN** in the United States. Occasionally, there are special live broadcasts on ABC as well, but ESPN is the primary network for Monday Night Football games ([Document 1](#), [Document 3](#)).   In Canada, ""Monday Night Football"" airs exclusively on TSN ([Document 11](#))."
gpt-4.1,30,0,what is the form of mozart symphony no 40,G minor|minor key symphonies,1.0,1.0,False,"Mozart's Symphony No. 40 in G minor, KV. 550, follows the traditional four-movement structure typical of classical-era symphonies. The movements are as follows:  1. **First Movement:** Sonata form   2. **Second Movement:** Sonata form   3. **Third Movement:** Minuet and Trio   4. **Fourth Movement:** Sonata form  The symphony is notable for its use of sonata form in three of its four movements (first, second, and"
gpt-4.1,30,0,what was the city of beijing previously known as,Peking,0.0,0.0,False,"Beijing has been known by several different names throughout its long history:  - **Jicheng (City of Ji):** In ancient times, until the 2nd century AD, the city was called Jicheng or the City of Ji ([2](#2), [21](#21)). - **Yanjing (Yan Capital):** Due to its historical association with the State of Yan during the Warring States period, Beijing was also known as Yanjing ([2](#"
gpt-4.1,30,0,when is the fourth movie of the divergent series coming out,never made,0.0,0.0,False,"The fourth movie of the Divergent series, originally titled **The Divergent Series: Ascendant**, was initially scheduled for release in June 2017 ([Document 14](#), [Document 15](#), [Document 27](#)). However, due to the poor box office performance of the third film, **Allegiant**, the studio decided not to release Ascendant as a theatrical film. Instead, there were plans to adapt it as a television movie, possibly followed by a"
gpt-4.1,30,0,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,False,"Upon the death of the Queen, her heir immediately and automatically succeeds to the throne without any need for confirmation or further ceremony. This is reflected in the phrase, ""The King is dead. Long live the King!"" ([Document 11](#11), [Document 13](#13), [Document 17](#17)). In the current line of succession, Queen Elizabeth II's heir apparent is her eldest son, Charles, Prince of Wales. Therefore, after the Queen dies, Charles will"
gpt-4.1,30,0,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,False,"The girl in Green Day's ""21 Guns"" music video is portrayed by Lisa Stelly. She plays the character Gloria, one of the album's two protagonists, alongside Christian (played by Josh Boswell) [1](#1)."
gpt-4.1,30,0,what are the zords in the power rangers movie,animal-themed Ninja Zords,0.0,0.0,False,"In **Mighty Morphin Power Rangers: The Movie**, the Power Rangers use a new set of Zords called the **Ninja Zords**, which are animal-themed. Each Ranger receives a Zord based on their animal spirit, as revealed during their quest on the planet Phaedos:  - **Aisha**: Bear Ninja Zord   - **Rocky**: Ape Ninja Zord   - **Billy**: Wolf Ninja Zord   - **Kimberly**: Crane Ninja"
gpt-4.1,30,0,who decides the number of judges in the high court,the President of India,1.0,1.0,False,"The number of judges in a High Court is decided by the President of India. According to the provided search results:  - Document [1] states: ""In every High Court, there is a Chief Justice and many other judges whose number is defined by the President of India."" - Document [2] adds that the number of judges in a court is determined by dividing the average institution of main cases during the last five years by the national average, or the average rate of disposal of main cases per judge"
gpt-4.1,30,0,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,False,"The process of fusion of an egg with a sperm is called **fertilization**. During fertilization, the sperm and egg fuse to form a diploid cell known as a zygote, initiating the development of a new organism ([1](#), [3](#), [19](#))."
gpt-4.1,30,0,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,False,"The vascular layer of the eye is the **choroid**. The choroid is also known as the choroidea or choroid coat, and it contains connective tissues and blood vessels. It lies between the retina and the sclera. Along with the ciliary body and iris, the choroid forms the **uveal tract** or **uvea**, which is the vascular middle layer of the eye [1](#1), [7](#7), [9]("
gpt-4.1,30,0,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,0.0,0.0,False,"The Cuban revolt against Spain was led by several prominent figures over different periods of struggle for independence:  - **Carlos Manuel de Céspedes**: He initiated the first major rebellion against Spanish rule in 1868, known as the Ten Years' War, by freeing his slaves and calling for Cuban independence ([Document 4](#4), [Document 21](#21), [Document 12](#12)). - **Ignacio Agramonte**: A young lawyer with radical liberal views,"
gpt-4.1,30,0,when was the first documented case of tool mark identification,1835,1.0,1.0,False,"The first successful documented case of forensic firearm (and tool mark) examination occurred in 1835. In this case, a member of the Bow Street Runners in London matched a recovered bullet from a murder victim to a specific mold found in a suspect's home, confirming that he made the bullet. This evidence helped convict the perpetrator ([Document 1](#)).   This case is recognized as the first documented instance where tool mark identification (matching marks left by a tool—in this case, a"
gpt-4.1,30,0,who has won the mens singles title in the australian open tennis tournament,Roger Federer,0.0,1.0,False,"The men's singles title at the Australian Open tennis tournament has been won by many players over the years. Some notable champions include:  - **Roger Federer**: Federer has won the Australian Open men's singles title six times, tying the record with Roy Emerson and Novak Djokovic ([1](#1), [30](#30)). His victories include 2017 and 2018, with his 2018 win marking his 20th Grand Slam singles title ([1](#1), [12](#"
gpt-4.1,30,0,when did beds become popular in france and germany,the 12th century,0.0,1.0,False,"Beds became increasingly popular and evolved in both France and Germany during the Middle Ages and Renaissance, with notable developments in each country:  **France:** - In the 12th century, luxury in beds increased in France, with wooden bedsteads becoming highly decorated with inlaid, carved, and painted ornamentation. Folding beds and richly adorned bedsteads were used by the wealthy ([1](#), [10](#)). - By the 14th century, feather beds became highly prized possessions in France"
gpt-4.1,30,0,who wrote the song the glory of love,Billy Hill,0.0,1.0,False,"There are two well-known songs titled ""The Glory of Love,"" so the answer depends on which song you are referring to:  1. **""The Glory of Love"" (1936)** – This song was written by **Billy Hill** and was first recorded by Benny Goodman in 1936, becoming a number one pop hit. ([Document 1](#1), [Document 29](#29))  2. **""Glory of Love"" (1986)** – This is a"
gpt-4.1,30,0,who wrote the book the origin of species,Charles Darwin,1.0,1.0,False,"The book ""On the Origin of Species"" was written by Charles Darwin. It was published on 24 November 1859 and is considered the foundation of evolutionary biology. In this work, Darwin introduced the scientific theory that populations evolve over generations through a process of natural selection, and he presented evidence that the diversity of life arose by common descent through a branching pattern of evolution [1][6][12]."
gpt-4.1,30,0,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,0.0,1.0,False,"Based on the provided search results, ""Rip It Up and Start Again"" is not a song, but rather the title of a book by Simon Reynolds about the post-punk musical genre and era (see Documents 2, 9, and 19). There is no evidence in the search results that ""Rip It Up and Start Again"" is a song performed by any artist.  However, there are songs titled ""Rip It Up"" by various artists, such as Orange Juice (Documents 1"
gpt-4.1,30,0,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",1.0,1.0,False,"The Winter Olympics are a major international multi-sport event held once every four years for sports practiced on snow and ice. The most recent Winter Olympics were held in Pyeongchang County, Gangwon Province, South Korea, from 9 to 25 February 2018, with some opening rounds for certain events held on 8 February 2018 ([Documents 1](#), [3](#), [11](#), [27](#)).  The next Winter Olympics are scheduled"
gpt-4.1,30,0,when does the miz and maryse show start,2018,1.0,1.0,False,"Based on the provided search results, The Miz and Maryse's reality show, titled **""Miz & Mrs.""**, was set to premiere in **2018**.  - Document [1] states: ""She and her husband The Miz will also star in their own reality show titled Miz & Mrs. that will premiere in 2018.""  **Final Answer:**   The Miz and Maryse's show ""Miz & Mrs."" started in 2018."
gpt-4.1,30,0,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,False,"The first season of *Slasher* was filmed between July and October 2015 in three Northern Ontario municipalities: Sudbury, Parry Sound, and Sault Ste. Marie, Ontario. These locations stood in for the show's fictional town of Waterbury, Canada.[1][2][4][6]"
gpt-4.1,30,0,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,0.0,1.0,False,"The question ""If a tree falls in a forest and no one is around to hear it, does it make a sound?"" is a philosophical riddle that has been discussed for centuries. According to the provided search results:  - The current phrasing appears to have originated in the 1910 book *Physics* by Charles Riborg Mann and George Ransom Twiss, where the question is posed from a purely physical point of view: ""When a tree falls in a lonely forest, and no animal"
gpt-4.1,30,0,turkish finnish and hungarian belong to which family of languages,Uralic languages,0.0,1.0,False,"Turkish, Finnish, and Hungarian do **not** all belong to the same language family:  - **Finnish** and **Hungarian** are both members of the **Uralic language family**, specifically the Finno-Ugric branch. The Uralic languages are spoken by about 25 million people, mainly in Northern Eurasia. Other major Uralic languages include Estonian, Erzya, Moksha, Mari, Udmurt, and Komi. ([1](#"
gpt-4.1,30,0,when did united states enter world war i,April 1917,0.0,0.0,False,"The United States entered World War I on April 6, 1917, when Congress officially declared war on Germany after more than two and a half years of efforts by President Woodrow Wilson to keep the country neutral. This decision came in response to factors such as unrestricted German submarine warfare and the public release of the Zimmermann Telegram, which shifted American public opinion in favor of joining the conflict ([1](#), [2](#), [4](#), [5](#), [6"
gpt-4.1,30,0,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,False,"The theory of unbalanced economic growth is generally associated with Albert O. Hirschman. He presented a complete theoretical formulation of the strategy, which argues that underdeveloped countries, due to their scarce resources and inadequate infrastructure, should focus on investing in selected sectors rather than attempting to develop all sectors simultaneously. This approach contrasts with the balanced growth theory and is designed to stimulate economic development by creating imbalances that generate pressures and incentives for further investment and growth in other sectors.  **Source:**   Document [1"
gpt-4.1,30,0,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,False,"The term ""spirit"" in reference to alcohol originates from Middle Eastern alchemy. Alchemists in the Middle East were primarily interested in creating medical elixirs rather than turning base metals into gold. During the process of distillation, the vapor that was given off and then collected was referred to as the ""spirit"" of the original material. This terminology was later applied to distilled alcoholic beverages, which are now commonly called ""spirits"" ([1](#), [3](#))"
gpt-4.1,30,0,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,False,"The soldiers who ended the raid on the Harpers Ferry arsenal were led by Colonel Robert E. Lee, who was in overall command of the operation to retake the arsenal. The direct assault on the engine house, where John Brown and his followers were holding out, was led by First Lieutenant Israel Greene of the U.S. Marines ([Document 1](#), [Document 14](#), [Document 15](#))."
gpt-4.1,30,0,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,False,"Disney's Art of Animation Resort opened in two phases: the family suites opened on May 31, 2012, and the standard rooms opened on September 15, 2012.   - [Document 1]: ""Family suites opened on May 31, 2012, and standard rooms opened on September 15, 2012."" - [Document 2]: ""rooms opened on September 15, 2012."" - [Document 24]: Confirms the timeline and"
gpt-4.1,30,0,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,False,"A subcutaneous injection is administered into the subcutis, which is the layer of skin directly below the dermis and epidermis—collectively known as the cutis ([1](#1)). This means the injection is given into the subcutaneous tissue, also called the hypodermis, which is the lowermost layer of the skin ([21](#21)). The needle is inserted through the skin and into this fatty tissue, but not as deep as the muscle layer ([2]("
gpt-4.1,30,0,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,False,"Most nutrients are absorbed in the **small intestine** of the human digestive tract. The small intestine, which is located between the stomach and the large intestine, is specifically designed for the absorption of nutrients and minerals from food. It has three distinct regions: the duodenum, jejunum, and ileum. The process of absorption begins in the duodenum and continues through the jejunum and ileum, using small finger-like protrusions called villi to maximize the surface area for nutrient uptake."
gpt-4.1,30,0,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,False,"Primary ossification centers are the first areas of a bone to start ossifying and usually appear during **prenatal development**. Specifically, in long bones, the primary ossification center appears in the **diaphysis (shaft)**, and this typically occurs during the **embryonic or fetal period**.  - For most long bones, the primary ossification centers appear **by the eighth week of fetal life** ([12](#), [23](#), [26](#)). - In"
gpt-4.1,30,0,where does kevins family go in home alone 2,Florida,1.0,1.0,False,"In ""Home Alone 2: Lost in New York,"" Kevin's family decides to take a trip to Florida for their Christmas vacation. However, Kevin accidentally boards the wrong plane and ends up in New York City while the rest of his family travels to Florida ([Document 1](#1), [Document 11](#11), [Document 16](#16))."
gpt-4.1,30,0,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,False,"Season 2 of ""Jessica Jones"" was scheduled to be released on March 8, 2018.   - [Document 1](#1): ""The season is scheduled to be released on March 8, 2018."" - [Document 20](#20): The season held its red carpet premiere on March 7, 2018.  So, the official release date for season 2 of ""Jessica Jones"" is **March 8, 2018**."
gpt-4.1,30,0,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,False,"The final season of Game of Thrones is the eighth season. It was announced by HBO in July 2016 and, unlike previous seasons, consists of only six episodes. The eighth season largely consists of original content not found in George R. R. Martin's ""A Song of Ice and Fire"" series, instead adapting material Martin revealed to the showrunners about the upcoming novels in the series, ""The Winds of Winter"" and ""A Dream of Spring"" [1][29]."
gpt-4.1,30,0,an edge that is between a vertex and itself is a,loop,1.0,1.0,False,"An edge that is between a vertex and itself is called a **loop** (also known as a self-loop or a ""buckle"") in graph theory. A simple graph contains no loops [1]."
gpt-4.1,30,0,when does the little couples new season start,"September 19, 2017",1.0,1.0,False,"The new season of *The Little Couple* premiered on September 19, 2017.   ([Source: Document 1](#1))"
gpt-4.1,30,0,how tall is the actor who plays hagrid in harry potter,6ft 1in,0.0,0.0,False,"The actor who plays Hagrid in the Harry Potter films is Robbie Coltrane, who is 6 feet 1 inch tall ([Document 1](#)). However, to emphasize Hagrid’s great height in the films, an unnamed 8-foot-tall actor and former English rugby union player Martin Bayfield (who is notably large) stood in for Coltrane in some scenes and portrayed Hagrid in longer shots ([Document 1](#), [Document 3](#))."
gpt-4.1,30,0,what is the job of justice of the peace,dispense summary justice,0.0,0.0,False,"A justice of the peace (JP) is a judicial officer, typically of a lower or local court, whose main job is to help maintain order and administer justice within their community. The specific duties and powers of a justice of the peace can vary depending on the country or jurisdiction, but generally include the following:  - **Presiding over Minor Criminal and Civil Cases:** JPs often handle less serious criminal offences, such as misdemeanors, traffic violations, and petty infractions, as well as small"
gpt-4.1,30,0,who won the oscar for best picture in 1976,Rocky,1.0,1.0,False,"The Oscar for Best Picture in 1976 was won by ""Rocky"" at the 49th Academy Awards ceremony held on March 28, 1977.   (Source: [1](#), [21](#), [25](#))"
gpt-4.1,30,0,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,False,"The trainer who has trained the most Melbourne Cup winners is **Bart Cummings**. According to the provided search results, Bart Cummings is regarded as the best Australian horse trainer of all time and ""went on to win 12 Melbourne Cups to 2008"" [Document 1]. This record is unmatched by any other trainer in the history of the Melbourne Cup."
gpt-4.1,30,0,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,False,"The main individuals and parties involved in the **Mapp v. Ohio** case were:  - **Dollree Mapp**: The defendant, whose home in Cleveland, Ohio, was searched by police. She was an employee in illegal gambling rackets and was later prosecuted for possession of obscene materials found during the search [1][3][7][9]. - **Cleveland Police Officers**: The officers who, acting on an anonymous tip, searched Mapp's home without a proper search"
gpt-4.1,30,0,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,False,"Kat Slater's sisters in EastEnders are Lynne, Little Mo, and Zoe Slater.  - Lynne is the eldest of the Slater sisters ([1](#1)). - Kat, Little Mo, and Zoe arrive in Albert Square together with their family in 2000 ([1](#1)). - The sisters are often referred to collectively as the ""Slater sisters"" ([1](#1), [12](#12)).  **Summary:**   Kat Slater's"
gpt-4.1,30,0,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,False,"The last time the Philadelphia Eagles played in the Super Bowl was following the 2017 NFL season, in Super Bowl LII. The game took place in early 2018, where the Eagles defeated the New England Patriots by a score of 41–33 to win their first Super Bowl title in franchise history ([Document 11](#), [Document 17](#), [Document 22](#))."
gpt-4.1,30,0,what is the cross on a letter t called,arm|crossbar,1.0,1.0,False,"The cross on a letter ""t"" is called a **crossbar**.  According to Document [1], ""When the strokes connect as in A and H or cross strokes as in t is also known as crossbar."" This means the horizontal stroke that crosses the vertical stem of the letter ""t"" is referred to as the crossbar."
