model,num_documents,gold_index,question,gold_answers,em_first_line,em_full,model_answer_failed,model_answer
gpt-4.1,20,0,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,False,"In the plane crash on *Grey's Anatomy*, which occurs in the season 8 finale episode titled ""Flight,"" Dr. Lexie Grey (played by Chyler Leigh) dies as a result of her injuries from the crash [1][10][14]. She is the only main character who dies at the crash site. Later, Dr. Mark Sloan (played by Eric Dane), who was also injured in the crash, dies from his injuries at the beginning of season 9 [8]["
gpt-4.1,20,0,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",0.0,1.0,False,"Hops in the United States are primarily grown in the following regions:  - **Yakima Valley, Washington**: One of the most important hop-growing areas in the country. - **Willamette Valley, Oregon**: Another major center for hop production. - **Western Canyon County, Idaho**: Including the communities of Parma, Wilder, Greenleaf, and Notus.  These regions are known for their moist temperate climates, which are ideal for hop cultivation. The leading potato-growing states in"
gpt-4.1,20,0,what's the dog's name on tom and jerry,Spike,1.0,1.0,False,"The dog's name on Tom and Jerry is **Spike**. He is an American bulldog who is particularly disapproving of cats, especially Tom, but is a softie when it comes to mice like Jerry and his own son, Tyke. Spike is very protective of Tyke and often gets angry at Tom if Tyke is bothered or harmed. Spike first appeared in the 1942 cartoon ""Dog Trouble"" and has been a recurring character in the series ever since. His son, Ty"
gpt-4.1,20,0,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,0.0,False,"Most of Africa's petroleum and natural gas resources are concentrated in the following regions:  **1. North Africa:**   - North Africa is dominant in oil and gas production. Libya alone holds approximately 50% of Africa's oil reserves, and Algeria is also a major producer of both oil and natural gas ([10](#)).   - Other North African countries with significant oil and gas resources include Egypt and Tunisia ([3](#), [10](#)).  **2. West Africa:**   -"
gpt-4.1,20,0,in which sea pearl is found in india,the Indian Ocean,0.0,0.0,False,"Pearls in India are primarily found in the **Gulf of Mannar**, which is located between India and Sri Lanka. Historical records and ancient chronicles mention the thriving pearl industry in the port of Oruwella in the Gulf of Mannar ([Document 6](#6), [Document 14](#14), [Document 16](#16)). The **Pearl Fishery Coast** along the Coromandel Coast from Tuticorin to Comorin is also named for its pearl"
gpt-4.1,20,0,how many countries are a part of opec,14,0.0,0.0,False,"As of June 2018, OPEC has 15 member countries: six in the Middle East (Western Asia), seven in Africa, and two in South America ([Document 2](#)). The list of member countries includes Algeria, Angola, Ecuador, Equatorial Guinea, Gabon, Iran, Iraq, Kuwait, Libya, Nigeria, Qatar, the Republic of the Congo, Saudi Arabia, United Arab Emirates, and Venezuela ([Document 8](#)). However, it is important to note"
gpt-4.1,20,0,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,False,"A Jeep is primarily considered a **sport utility vehicle (SUV)** and an **off-road vehicle**. Jeep's current product range consists solely of SUVs and off-road vehicles, although in the past it has also included pickup trucks. Some Jeep models, such as the Grand Cherokee and the Wagoneer, reach into the luxury segment of SUVs [1]. The original Jeep, the Willys MB, was a light, off-road capable, military utility vehicle used during World War II, and it became"
gpt-4.1,20,0,what is the name of manchester united stadium,Old Trafford,1.0,1.0,False,"The name of Manchester United's stadium is Old Trafford. According to Document [1], Manchester United Football Club ""moved to its current stadium, Old Trafford, in 1910."""
gpt-4.1,20,0,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,False,"The theme song for ""The Proud Family"" is performed by Solange Knowles, featuring Destiny's Child ([Document 1](#1), [Document 20](#20))."
gpt-4.1,20,0,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,False,"The lyrics to ""Can't Get You Out of My Head"" were written by Cathy Dennis and Rob Davis.   ([Document 1](#), [Document 3](#))"
gpt-4.1,20,0,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,0.0,0.0,False,"Monetary penalties imposed by the IRS may affect a wide range of individuals and entities, including:  1. **Individual Taxpayers**: Any person who fails to comply with federal tax laws, such as failing to file a tax return, failing to pay taxes owed, or making errors on their tax returns, may be subject to monetary penalties. For example, there are penalties for failure to timely file or pay taxes, which are calculated as a percentage of the unpaid tax per month, up to"
gpt-4.1,20,0,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,False,"The Mother on ""How I Met Your Mother"" turned out to be Tracy McConnell. She is the title character who is eventually revealed as Ted Mosby's wife and the mother of his children. Tracy is played by Cristin Milioti, who was first fully seen in the episode ""Something New"" and became a main character in season 9 ([1](#1), [3](#3), [17](#17))."
gpt-4.1,20,0,what is the corporate tax rate in great britain,20%,0.0,1.0,False,"The corporate tax rate in Great Britain (United Kingdom) has changed over time. According to the provided search results:  - The main corporate tax rate was reduced from 28% in 2008–2010 to a flat rate of **20% as of April 2015** [1]. - More recently, the main rate has been **19%** for companies with profits under £50,000, with rates varying between 0% and 19% for smaller profits in certain years"
gpt-4.1,20,0,what is the meaning of the name sinead,God forgave/God gratified,0.0,0.0,False,"The name **Sinéad** is an Irish feminine name. It is derived from the French ""Jeanette,"" which is cognate to the English ""Janet,"" itself a feminine form of the Hebrew ""Yohannan,"" meaning ""God forgave"" or ""God gratified"" [1]. The name is generally translated into English as either **Jane** or **Jennifer**, or as the female version of the Scottish name **Jean** [1]. Additionally, Sinéad is a diminutive form"
gpt-4.1,20,0,what network is showing the monday night football game,ESPN,1.0,1.0,False,"The ""Monday Night Football"" game is shown on ESPN in the United States. Occasionally, there are special live broadcasts on ABC as well, but ESPN is the primary network for ""Monday Night Football"" ([Document 1](#1))."
gpt-4.1,20,0,what is the form of mozart symphony no 40,G minor|minor key symphonies,1.0,1.0,False,"Mozart's Symphony No. 40 in G minor, KV. 550, follows the traditional four-movement form typical of Classical-era symphonies. The movements are structured as follows:  1. **First Movement:** Sonata form   2. **Second Movement:** Also in sonata form   3. **Third Movement:** Minuet and Trio   4. **Fourth Movement:** Sonata form  The symphony is notable for its use of sonata form in three of its four movements, and"
gpt-4.1,20,0,what was the city of beijing previously known as,Peking,0.0,0.0,False,"Beijing has been known by several different names throughout its history:  - **Jicheng (City of Ji):** Until the 2nd century AD, Beijing was called Jicheng or the City of Ji ([2](#2)). - **Yanjing (""Yan Capital""):** Due to its historical association with the State of Yan, the city was also known as Yanjing ([2](#2), [8](#8), [12](#12), [20]("
gpt-4.1,20,0,when is the fourth movie of the divergent series coming out,never made,1.0,1.0,False,"The fourth movie of the Divergent series, originally titled ""The Divergent Series: Ascendant,"" was planned to be released on June 9, 2017 [[4](#4)][[14](#14)][[15](#15)]. However, due to the poor box office performance of the third film, ""Allegiant,"" the theatrical release of ""Ascendant"" was shelved and the film was never made [[1](#1)][[14](#14)][["
gpt-4.1,20,0,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,False,"When the Queen dies, her heir immediately and automatically succeeds to the throne without any need for confirmation or further ceremony. According to the current line of succession, Queen Elizabeth II's heir apparent is her eldest son, Charles, Prince of Wales. Therefore, after the Queen's death, Prince Charles will become the new monarch ([1](#), [11](#), [13](#), [17](#)).  This process is automatic and is often summarized by the phrase, ""The Queen is"
gpt-4.1,20,0,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,False,"The girl in Green Day's ""21 Guns"" music video is portrayed by Lisa Stelly. She plays the character Gloria, one of the album's two protagonists, alongside Christian (played by Josh Boswell) [1][18]."
gpt-4.1,20,0,what are the zords in the power rangers movie,animal-themed Ninja Zords,0.0,1.0,False,"Based on the provided search results, the Zords featured in the *Power Rangers* movies are as follows:  **Mighty Morphin Power Rangers: The Movie (1995):** - The Rangers acquire new animal-themed Ninja Zords after losing their original powers. Each Ranger receives a Zord based on an animal spirit:   - Aisha: Bear Zord   - Rocky: Ape Zord   - Billy: Wolf Zord   - Kimberly: Crane Zord   -"
gpt-4.1,20,0,who decides the number of judges in the high court,the President of India,1.0,1.0,False,"The number of judges in a High Court is decided by the President of India. According to the provided information:  - Document [1]: ""In every High Court, there is a Chief Justice and many other judges whose number is defined by the President of India."" - Document [2]: ""The number of judges in a court is decided by dividing the average institution of main cases during the last five years by the national average, or the average rate of disposal of main cases per judge per year in that"
gpt-4.1,20,0,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,False,"The process of fusion of an egg with a sperm is called **fertilization** (or **human fertilization** in humans) [1][3][4][19]. During fertilization, the sperm and egg fuse to form a diploid cell known as a **zygote** [1][3][4][19]. This union initiates the development of a new organism."
gpt-4.1,20,0,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,False,"The vascular layer of the eye is the **choroid**. The choroid is also known as the choroidea or choroid coat, and it contains connective tissues and blood vessels. It lies between the retina and the sclera and provides oxygen and nourishment to the outer layers of the retina. Along with the ciliary body and iris, the choroid forms the uveal tract, which is the vascular middle layer of the eye ([7](#), [1](#"
gpt-4.1,20,0,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,1.0,1.0,False,"The Cuban revolt against Spain was led by several prominent figures over the course of multiple uprisings. In the Cuban War of Independence (1895–1898), the main leaders were **José Martí**, who organized and inspired the movement, as well as military commanders **Máximo Gómez** and **Antonio Maceo**. Martí was killed shortly after landing in Cuba in 1895, but Gómez and Maceo continued to lead the fight against Spanish forces ([1](#), [17"
gpt-4.1,20,0,when was the first documented case of tool mark identification,1835,1.0,1.0,False,"The first successful documented case of forensic firearm (tool mark) examination occurred in 1835. In this case, a member of the Bow Street Runners in London matched a recovered bullet from a murder victim to a specific mold found in a suspect's home, confirming that he made the bullet. This evidence helped convict the perpetrator, making it the earliest known case of tool mark identification in forensic science [1]."
gpt-4.1,20,0,who has won the mens singles title in the australian open tennis tournament,Roger Federer,0.0,1.0,False,"The men's singles title at the Australian Open tennis tournament has been won by many players over the years. Some notable champions from the provided search results include:  - **Roger Federer**: Federer won the Australian Open men's singles title multiple times, including in 2017 and 2018. In 2018, he defeated Marin Čilić in the final, marking his 20th Grand Slam singles title and record-equalling sixth Australian Open title (tied with Roy Emerson and Novak Djokovic) ["
gpt-4.1,20,0,when did beds become popular in france and germany,the 12th century,0.0,1.0,False,"Beds have been used in France and Germany since ancient times, but their popularity and development as significant household items evolved over the centuries:  **France:** - In the **12th century**, luxury in beds increased in France, with wooden bedsteads becoming highly decorated with inlaid, carved, and painted ornamentation. Folding beds and richly adorned bedsteads are mentioned in Carolingian and 12th-century manuscripts ([1], [10]). - By the **14th century**, feather beds became highly"
gpt-4.1,20,0,who wrote the song the glory of love,Billy Hill,0.0,1.0,False,"The answer depends on which song you are referring to, as there are two well-known songs titled ""The Glory of Love"" and ""Glory of Love"":  1. **""The Glory of Love"" (1936)** – This song was written by **Billy Hill** and was recorded by Benny Goodman in 1936, becoming a number one pop hit. ([Document 1](#1))  2. **""Glory of Love"" (1986)** – This song was written and"
gpt-4.1,20,0,who wrote the book the origin of species,Charles Darwin,1.0,1.0,False,"The book ""On the Origin of Species"" was written by Charles Darwin. It was published on 24 November 1859 and is considered the foundation of evolutionary biology. In this work, Darwin introduced the scientific theory that populations evolve over generations through a process of natural selection, and he presented evidence that the diversity of life arose by common descent through a branching pattern of evolution [1][6][12]."
gpt-4.1,20,0,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,0.0,1.0,False,"Based on the provided search results, ""Rip It Up and Start Again"" is not a song, but rather the title of a book by Simon Reynolds about the post-punk musical genre and era (see Documents [2], [9], and [19]). There is no evidence in the search results that ""Rip It Up and Start Again"" is a song or that it was sung by anyone.  However, there are songs titled ""Rip It Up"" by various artists, such as Orange Juice ("
gpt-4.1,20,0,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",1.0,1.0,False,"The 2018 Winter Olympics, officially known as the XXIII Olympic Winter Games and commonly known as PyeongChang 2018, were held in Pyeongchang County, Gangwon Province, South Korea. The Games took place from 9 to 25 February 2018, with opening rounds for certain events held on 8 February 2018, the eve of the opening ceremony ([Documents 1](#), [3](#), [11](#)).  For future"
gpt-4.1,20,0,when does the miz and maryse show start,2018,1.0,1.0,False,"According to Document [1], The Miz and Maryse will star in their own reality show titled ""Miz & Mrs."" that will premiere in 2018."
gpt-4.1,20,0,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,False,"The first season of *Slasher* was filmed between July and October 2015 in three Northern Ontario municipalities: Sudbury, Parry Sound, and Sault Ste. Marie, Ontario. These locations stood in for the show's fictional town of Waterbury, Canada [1][2][4][6]."
gpt-4.1,20,0,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,0.0,1.0,False,"The question ""If a tree falls in a forest and no one is around to hear it, does it make a sound?"" is a philosophical riddle that has evolved over time. According to the provided search results:  - The current phrasing appears to have originated in the 1910 book *Physics* by Charles Riborg Mann and George Ransom Twiss, where the question is posed from a purely physical point of view: ""When a tree falls in a lonely forest, and no animal is"
gpt-4.1,20,0,turkish finnish and hungarian belong to which family of languages,Uralic languages,0.0,1.0,False,"Turkish, Finnish, and Hungarian do **not** all belong to the same language family.  - **Finnish** and **Hungarian** are both members of the **Uralic language family**, specifically the Finno-Ugric branch. The Uralic languages are spoken by about 25 million people, mainly in Northern Eurasia. Other major Uralic languages include Estonian, Erzya, Moksha, Mari, Udmurt, and Komi. [Document 1"
gpt-4.1,20,0,when did united states enter world war i,April 1917,0.0,0.0,False,"The United States entered World War I on April 6, 1917, when Congress voted to declare war on Germany after more than two and a half years of efforts by President Woodrow Wilson to keep the country neutral ([1](#), [2](#), [5](#), [6](#), [7](#), [8](#), [13](#)). This decision came after a series of events, including Germany's resumption of unrestricted submarine warfare and the interception"
gpt-4.1,20,0,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,False,"The theory of unbalanced economic growth is generally associated with Albert O. Hirschman. He presented a complete theoretical formulation of the strategy, which argues that underdeveloped countries, due to their scarce resources and inadequate infrastructure, should focus on investing in selected sectors rather than attempting to develop all sectors simultaneously. This approach contrasts with the balanced growth theory and is specifically designed to address the unique challenges faced by less-developed countries, such as low productivity, high unemployment, and technological backwardness [1]."
gpt-4.1,20,0,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,False,"The term ""spirit"" in reference to alcohol originates from Middle Eastern alchemy. Alchemists in the Middle East were primarily interested in creating medical elixirs rather than turning base metals into gold. During the process of distillation, the vapor that was given off and then collected was referred to as the ""spirit"" of the original material. This terminology was later applied to distilled alcoholic beverages, which are now commonly called ""spirits"" ([1](#), [3](#))."
gpt-4.1,20,0,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,False,"The soldiers who ended the raid on the Harpers Ferry arsenal were led by Colonel Robert E. Lee, who was in overall command of the operation to retake the arsenal. The company of U.S. Marines that stormed the engine house was led by First Lieutenant Israel Greene ([Document 1](#), [Document 14](#), [Document 15](#))."
gpt-4.1,20,0,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,False,"Disney's Art of Animation Resort opened in two phases: the family suites opened on May 31, 2012, and the standard rooms opened on September 15, 2012.   [Source: Document 1, Document 2]"
gpt-4.1,20,0,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,False,"A subcutaneous injection is administered into the subcutis, which is the layer of skin directly below the dermis and epidermis (collectively known as the cutis) [1]. This means the injection is given into the fatty tissue just beneath the skin, but above the muscle [1][2][3][18].  Common sites for subcutaneous injections include areas with enough fatty tissue, such as: - The fat tissues behind the upper arm - The abdomen - The thigh -"
gpt-4.1,20,0,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,False,"Most nutrients are absorbed in the **small intestine** of the human digestive tract. The small intestine, which is located between the stomach and the large intestine, is specifically designed for the absorption of nutrients and minerals from food. It has three distinct regions: the duodenum, jejunum, and ileum. The small intestine uses small finger-like protrusions called **villi** to maximize the surface area for absorption, allowing for efficient uptake of nutrients into the bloodstream. The duodenum is where"
gpt-4.1,20,0,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,False,"Primary ossification centers usually appear during prenatal development, specifically in the central part of each developing bone. In long bones, the primary ossification center appears in the diaphysis (shaft) during the embryonic or fetal period. For example, in many bones, this occurs around the eighth week of fetal life ([1](#), [4](#), [7](#), [8](#), [15](#), [20](#)).   To summarize:   **Primary oss"
gpt-4.1,20,0,where does kevins family go in home alone 2,Florida,1.0,1.0,False,"In ""Home Alone 2: Lost in New York,"" Kevin's family decides to take a trip to Florida for their Christmas vacation. However, Kevin accidentally boards the wrong plane and ends up in New York City while the rest of his family travels to Florida as planned ([Document 1](#1), [Document 11](#11), [Document 16](#16))."
gpt-4.1,20,0,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,False,"Season 2 of ""Jessica Jones"" is scheduled to be released on March 8, 2018.   ([Document 1](#1), [Document 20](#20))"
gpt-4.1,20,0,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,False,"The final season of *Game of Thrones* is **season 8**. It was announced by HBO in July 2016 and, unlike previous seasons, consists of only six episodes. The eighth season largely features original content not found in George R. R. Martin's ""A Song of Ice and Fire"" series, instead adapting material Martin revealed to the showrunners about the upcoming novels in the series, *The Winds of Winter* and *A Dream of Spring* [Document 1"
gpt-4.1,20,0,an edge that is between a vertex and itself is a,loop,1.0,1.0,False,"An edge that is between a vertex and itself is called a **loop** (also known as a self-loop or a ""buckle"") [1]."
gpt-4.1,20,0,when does the little couples new season start,"September 19, 2017",1.0,1.0,False,"The new season of *The Little Couple* premiered on September 19, 2017[^1][^7].  --- [^1]: Document 1: ""The new season of The Little Couple premiered on September 19, 2017."" [^7]: Document 7: ""The new season of The Little Couple..."""
gpt-4.1,20,0,how tall is the actor who plays hagrid in harry potter,6ft 1in,0.0,0.0,False,"The actor who plays Hagrid in the Harry Potter films is Robbie Coltrane, who is 6 feet 1 inch tall. However, to emphasize Hagrid’s great height in the films, an unnamed 8-foot actor stood in for Coltrane in some scenes, and former English rugby union player Martin Bayfield, who is also very tall, portrayed Hagrid as a stunt performer in longer shots ([1](#), [3](#))."
gpt-4.1,20,0,what is the job of justice of the peace,dispense summary justice,0.0,0.0,False,"A justice of the peace (JP) is a judicial officer, usually of a lower or local court, whose main job is to help maintain order and provide justice within a community. The specific duties and powers of a justice of the peace can vary depending on the country or jurisdiction, but generally include the following:  - **Presiding over Minor Cases:** JPs often preside over courts that hear minor criminal offenses (misdemeanors), traffic violations, and small civil claims such as small debts or"
gpt-4.1,20,0,who won the oscar for best picture in 1976,Rocky,1.0,1.0,False,"The Oscar for Best Picture in 1976 was won by ""Rocky"" at the 49th Academy Awards ceremony.   (Source: Document [1])"
gpt-4.1,20,0,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,False,"The trainer who has trained the most Melbourne Cup winners is **Bart Cummings**. According to the provided search results, Bart Cummings is regarded as the best Australian horse trainer of all time and ""went on to win 12 Melbourne Cups to 2008"" [1]. This record is unmatched in the history of the Melbourne Cup.  **References:** - [1] ""Bart Cummings, regarded as the best Australian horse trainer of all time, went on to win 12 Melbourne Cups"
gpt-4.1,20,0,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,False,"The main individuals and parties involved in the **Mapp v. Ohio** case were:  - **Dollree Mapp**: The defendant, whose home in Cleveland, Ohio, was searched by police. She was an employee in illegal gambling rackets and was later prosecuted for possession of obscene materials found during the search ([1](#), [3](#), [7](#), [9](#)). - **Cleveland Police Officers**: They conducted the search of Mapp's"
gpt-4.1,20,0,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,False,"Kat Slater's sisters in EastEnders are Lynne, Little Mo, and Zoe.  - Lynne is the eldest of the Slater sisters ([Document 1](#1)). - Kat, Little Mo, and Zoe arrive in Albert Square together with their family ([Document 1](#1)). - The Slater sisters are: Lynne, Kat, Little Mo, and Zoe ([Document 1](#1)).  So, Kat Slater's sisters are: - Lynne"
gpt-4.1,20,0,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,False,"The last time the Philadelphia Eagles played in the Super Bowl was following the 2017 NFL season, in Super Bowl LII. In that game, the Eagles defeated the New England Patriots by a score of 41–33 to win their first Super Bowl title in franchise history ([Document 11](#11), [Document 17](#17))."
gpt-4.1,20,0,what is the cross on a letter t called,arm|crossbar,1.0,1.0,False,"The cross on a letter ""t"" is called a **crossbar**. According to Document [1], ""When the strokes connect as in A and H or cross strokes as in t is also known as crossbar."" This horizontal stroke that intersects the vertical stem of the letter ""t"" is specifically referred to as the crossbar in typeface anatomy."
gpt-4.1,20,0,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,False,"The evil doctor in the 2017 film ""Wonder Woman,"" known as Doctor Poison (Princess Maru), is portrayed by Spanish actress Elena Anaya.   - [Document 1]: ""The original Princess Maru incarnation of the character made her cinematic debut in the 2017 film Wonder Woman, portrayed by Spanish actress Elena Anaya."" - [Document 9]: ""The original Princess Maru () incarnation of the character made her cinematic...""  Therefore, Elena Anaya plays the evil doctor ("
