condition,question,gold_answers,em_first_line,em_full,model_answer
oracle,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,The middle cranial fossa houses the temporal lobes of the brain and the pituitary gland.[1]
oracle,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,"The greasers in ""The Outsiders"" live in Tulsa, Oklahoma. Although the book never explicitly states the city, it is set in Tulsa in 1965 according to available information about the novel.[1]"
oracle,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,"In the plane crash episode of Grey's Anatomy, Dr. Lexie Grey (played by Chyler Leigh) ultimately dies."
oracle,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,"In the United States, hops are primarily grown in the Yakima Valley in Washington, the Willamette Valley in Oregon, and western Canyon County, Idaho (including the communities of Parma, Wilder, Greenleaf, and Notus) [1]."
oracle,what's the dog's name on tom and jerry,Spike,1.0,1.0,"The dog's name on Tom and Jerry is Spike. He is an American bulldog who is particularly disapproving of cats, especially Tom, but is a softie when it comes to mice and his son, Tyke. Spike is very protective of Tyke and often gets angry at Tom if Tyke is bothered or harmed. Spike has appeared in many Tom and Jerry cartoons since his debut in 1942's ""Dog Trouble."" His son, Tyke, also appears in the series, and"
oracle,in which regions are most of africa petroleum and natural gas found,Nigeria,1.0,1.0,"Most of Africa's petroleum and natural gas are found in Nigeria, which is the largest oil and gas producer on the continent. The crude oil from Nigeria primarily comes from the delta basin region."
oracle,in which sea pearl is found in india,the Indian Ocean,1.0,1.0,"Pearls in India are found in the Indian Ocean, specifically in areas such as the Gulf of Mannar. For thousands of years, divers have retrieved seawater pearls from this region. (Document [1])"
oracle,how many countries are a part of opec,14,1.0,1.0,"As of February 2018, OPEC is an intergovernmental organization consisting of 14 member countries."
oracle,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,1.0,1.0,"A Jeep is considered a sport utility vehicle (SUV) and an off-road vehicle. Jeep's current product range consists solely of SUVs and off-road vehicles, although in the past it has also included pickup trucks. Some Jeep models, such as the Grand Cherokee and the Wagoneer, also reach into the luxury segment [1]."
oracle,what is the name of manchester united stadium,Old Trafford,1.0,1.0,The name of Manchester United's stadium is Old Trafford.[1]
oracle,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,The theme song for The Proud Family is performed by Solange Knowles & Destiny's Child [1].
oracle,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,"The lyrics for ""Can't Get You Out of My Head"" were written by Cathy Dennis and Rob Davis."
oracle,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,1.0,1.0,Taxpayers in the United States may be affected by monetary penalties imposed by the IRS. These penalties are related to failures concerning Federal tax matters and are charged by the Internal Revenue Service (IRS) under Federal tax law.[1]
oracle,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,"The mother on How I Met Your Mother turned out to be Tracy McConnell, who is played by Cristin Milioti."
oracle,what is the corporate tax rate in great britain,20%,1.0,1.0,"As of April 2015, the main corporate tax rate in Great Britain is a flat rate of 20%.[1]"
oracle,what is the meaning of the name sinead,God forgave/God gratified,0.0,0.0,"The name Sinéad is an Irish feminine name derived from the French Jeanette, which is related to the English Janet. Both names are feminine forms of the Hebrew name Yohannan, meaning ""God forgave"" or ""God gratified."" In English, Sinéad is commonly translated as Jane or Jennifer, or as the female version of the Scottish name Jean."
oracle,what network is showing the monday night football game,ESPN,1.0,1.0,"The Monday Night Football game is shown on ESPN. Occasionally, there are special live broadcasts on ABC as well."
oracle,what is the form of mozart symphony no 40,G minor|minor key symphonies,1.0,1.0,"Mozart's Symphony No. 40 in G minor, KV. 550, follows the standard classical symphonic form. It is structured in four movements:  1. **First Movement:** Sonata form   2. **Second Movement:** Sonata form   3. **Third Movement:** Minuet and Trio   4. **Fourth Movement:** Sonata form  This four-movement structure was typical of classical symphonies, and the use of sonata form in three of the movements highlights Mozart's mastery of"
oracle,what was the city of beijing previously known as,Peking,1.0,1.0,The city of Beijing was previously known as Peking.[1]
oracle,when is the fourth movie of the divergent series coming out,never made,1.0,1.0,"The fourth movie of the Divergent series, titled The Divergent Series: Ascendant, was never made due to the poor box office performance of the third film, Allegiant. Therefore, there is no release date for a fourth movie, as it was cancelled and will not be coming out.   [1]"
oracle,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,"After the Queen dies, her eldest son, Charles, Prince of Wales, will take the throne as her heir apparent. If he is unable to do so, the next in line is Prince William, Duke of Cambridge, followed by his children in order of birth ([1] Succession to the British throne)."
oracle,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,"The girl in Green Day's ""21 Guns"" music video is played by Lisa Stelly, who portrays the character Gloria. [1]"
oracle,what are the zords in the power rangers movie,animal-themed Ninja Zords,1.0,1.0,"In *Mighty Morphin Power Rangers: The Movie*, the Power Rangers use new animal-themed Ninja Zords. These Zords are introduced after their original Dino Zords are destroyed. The Ninja Zords featured in the movie are:  - Ape Zord - Bear Zord - Crane Zord - Frog Zord - Wolf Zord - Falcon Zord  These Zords combine to form the Ninja Megazord and the Ninja Falcon Megazord, which the Rangers use"
oracle,who decides the number of judges in the high court,the President of India,1.0,1.0,The number of judges in the High Court is decided by the President of India. [1]
oracle,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,The process of fusion of an egg with a sperm is called fertilization.   [1]
oracle,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,The vascular layer of the eye is the uvea.[1]
oracle,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,1.0,1.0,"The Cuban revolt against Spain was led by Máximo Gomez and Antonio Maceo, who continued the fight after the death of José Martí shortly after landing on May 19, 1895. Martí was an important leader, but after his death, Gomez and Maceo took the war to all parts of Oriente and played a key role in leading the Cuban forces ([1](Title: Cuban War of Independence))."
oracle,when was the first documented case of tool mark identification,1835,1.0,1.0,"The first successful documented case of tool mark identification occurred in 1835, when a member of the Bow Street Runners in London matched a recovered bullet from a murder victim to a specific mold found in a suspect's home. This confirmed that the suspect had made the bullet, leading to his conviction."
oracle,who has won the mens singles title in the australian open tennis tournament,Roger Federer,1.0,1.0,"Roger Federer won the men's singles title at the 2018 Australian Open tennis tournament. He successfully defended his title by defeating Marin Čilić in the final. This victory marked Federer's 20th Grand Slam singles title and his record-equalling sixth Australian Open men's singles title, tying him with Roy Emerson and Novak Djokovic for the most Australian Open men's singles titles.[1]"
oracle,when did beds become popular in france and germany,the 12th century,1.0,1.0,"Beds became popular in France and Germany during the 12th century. During this time, luxury increased, and bedsteads were made of wood with elaborate inlaid, carved, and painted ornamentation. Folding beds were also used, serving as couches by day and beds by night, with silk-covered cushions and skins as coverlets. Additionally, Carolingian manuscripts show that metal bedsteads, higher at the head than at the feet, were in use and remained popular in France until the 13th"
oracle,who wrote the song the glory of love,Billy Hill,1.0,1.0,"The song ""The Glory of Love"" was written by Billy Hill. [1]"
oracle,who wrote the book the origin of species,Charles Darwin,1.0,1.0,"The book ""On the Origin of Species"" was written by Charles Darwin."
oracle,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,1.0,1.0,"""Rip It Up"" was sung by the Scottish post-punk band Orange Juice. Their 1983 single ""Rip It Up"" became their only UK top 40 success, reaching no. 8 in the chart.[1]"
oracle,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",1.0,1.0,"The Winter Olympics are being held in Pyeongchang County, South Korea, and they are scheduled to start on 9 February 2018.   [1]"
oracle,when does the miz and maryse show start,2018,1.0,1.0,"According to the provided information, The Miz and Maryse's reality show titled ""Miz & Mrs."" will premiere in 2018. [1]"
oracle,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,"The first season of Slasher was filmed in Sudbury, Parry Sound, and Sault Ste. Marie, Ontario. [1]"
oracle,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,1.0,1.0,"The phrasing ""If a tree falls in a forest and no animal is near by to hear it, does it make a sound?"" appears to have originated in the 1910 book *Physics* by Charles Riborg Mann and George Ransom Twiss. They posed the question from a purely physical point of view to quiz readers on the contents of the chapter [1]."
oracle,turkish finnish and hungarian belong to which family of languages,Uralic languages,1.0,1.0,"Finnish and Hungarian belong to the Uralic language family, which includes 38 languages spoken by approximately 25 million people, predominantly in Northern Eurasia. The Uralic languages with the most native speakers are Hungarian, Finnish, and Estonian. Turkish, however, does not belong to the Uralic language family. (Source: Document [1])"
oracle,when did united states enter world war i,April 1917,1.0,1.0,"The United States entered World War I in April 1917, after more than two and a half years of efforts by President Woodrow Wilson to keep the country out of the war. [1]"
oracle,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,"The theory of unbalanced economic growth is generally associated with Hirschman, who presented a complete theoretical formulation of the strategy.[1]"
oracle,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,"The term ""spirit"" in reference to alcohol comes from Middle Eastern alchemy. Alchemists in this tradition were interested in creating medical elixirs, and during the distillation process, the vapor that was given off and collected was called a ""spirit"" of the original material. This is where the term ""spirits"" for distilled alcoholic beverages originates.[1]"
oracle,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,"The soldiers who ended the raid on the Harpers Ferry arsenal were led by First Lieutenant Israel Greene, with Colonel Robert E. Lee in overall command of the operation to retake the arsenal.[1]"
oracle,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,"Disney's Art of Animation Resort opened its family suites on May 31, 2012, and its standard rooms on September 15, 2012【1†source】."
oracle,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,"A subcutaneous injection would be made into the subcutis, which is the layer of skin directly below the dermis and epidermis (the cutis) [1]."
oracle,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,"Most nutrients are absorbed in the small intestine, which is the part of the gastrointestinal tract between the stomach and the large intestine. The small intestine is specifically designed for the absorption of nutrients and minerals from food, using small finger-like protrusions called villi to increase the surface area for absorption. It consists of three regions: the duodenum, jejunum, and ileum, with the duodenum being the shortest part where preparation for absorption begins and where bile and pancreatic juice are received to aid"
oracle,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,"Primary ossification centers usually appear during prenatal development in the central part of each developing bone. In long bones, these centers occur in the diaphysis (shaft), and in irregular bones, they usually occur in the body of the bone. (Document [1])"
oracle,where does kevins family go in home alone 2,Florida,1.0,1.0,"In Home Alone 2, Kevin's family goes to Florida. [1]"
oracle,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,"Season 2 of Jessica Jones is scheduled to be released on March 8, 2018.[1]"
oracle,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,"The final season of Game of Thrones is the eighth season. It was announced by HBO in July 2016 and consists of only six episodes. Unlike earlier seasons, it largely features original content not currently found in George R. R. Martin's A Song of Ice and Fire series, but instead adapts material that Martin has revealed to the showrunners about his upcoming novels, The Winds of Winter and A Dream of Spring."
oracle,an edge that is between a vertex and itself is a,loop,1.0,1.0,"An edge that is between a vertex and itself is a loop (also called a self-loop or a ""buckle""). [1]"
oracle,when does the little couples new season start,"September 19, 2017",1.0,1.0,"The new season of The Little Couple premiered on September 19, 2017. [1]"
oracle,how tall is the actor who plays hagrid in harry potter,6ft 1in,1.0,1.0,"The actor who plays Hagrid in the Harry Potter films, Robbie Coltrane, is 6ft 1in tall. However, for some scenes, an unnamed 8ft actor stood in for Coltrane to portray Hagrid's larger-than-life size.   [1]"
oracle,what is the job of justice of the peace,dispense summary justice,0.0,0.0,"A justice of the peace (JP) is a judicial officer, typically of a lower court, who is elected or appointed to keep the peace within their jurisdiction. Their job can include dispensing summary justice or handling local administrative applications, depending on the jurisdiction. Justices of the peace are usually chosen from among the citizens of the area they serve and often do not need formal legal education to hold the position. (Document [1])"
oracle,who won the oscar for best picture in 1976,Rocky,1.0,1.0,"The Oscar for Best Picture in 1976 was won by ""Rocky"" [1]."
oracle,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,The trainer who has trained the most Melbourne Cup winners is Bart Cummings. He is regarded as the best Australian horse trainer of all time and went on to win 12 Melbourne Cups up to 2008.
oracle,who was involved in the mapp vs ohio case,Dollree Mapp,1.0,1.0,"The individuals involved in the Mapp v. Ohio case included Dollree Mapp, who was an employee in illegal gambling rackets in Cleveland, Ohio. The case also involved Cleveland police officers who received an anonymous tip and went to Mapp's home searching for Virgil Ogletree, a numbers operator wanted for questioning. The police were also looking for illegal betting slips and equipment related to the ""California Gold"" numbers operation set up by Mapp's boyfriend, Edward Keeling. (Document ["
oracle,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,"Kat Slater's sisters in EastEnders are Lynne, Little Mo, and Zoe Slater. Lynne is the eldest of the Slater sisters, and the family also includes their father Charlie and grandmother Mo. [1]"
oracle,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,"The last time the Philadelphia Eagles played in the Super Bowl was following the 2017 season, in Super Bowl LII, where they defeated the New England Patriots 41–33.[1]"
oracle,what is the cross on a letter t called,arm|crossbar,1.0,1.0,The cross on a letter t is called a crossbar.[1]
oracle,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,"The evil doctor in Wonder Woman, known as Doctor Poison (Princess Maru), is portrayed by Spanish actress Elena Anaya.[1]"
oracle,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,1.0,1.0,"The movie ""Summer of '42"" starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, and Jennifer O'Neill as Hermie's mysterious love interest. Katherine Allentuck and Christopher Norris played a pair of girls whom Hermie and Oscy attempt to seduce. Maureen Stapleton also appears in a small, uncredited voice role."
oracle,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,"""Sacrifice"" by Elton John appears on the 1989 album *Sleeping with the Past*.[1]"
oracle,when did they replace lead with graphite in pencils,never contained the element lead,1.0,1.0,"Pencils never actually contained lead. According to Document [1], when graphite was first discovered, chemistry was in its infancy and the substance was thought to be a form of lead, so it was called ""plumbago"" (Latin for ""lead ore""). This led to the misconception that pencils contained lead, and the black core of pencils is still referred to as ""lead"" even though it never contained the element lead. Therefore, graphite was used from the beginning, and there was no replacement of"
oracle,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,1.0,1.0,"DNA can be found in most cells of the body. In eukaryotic organisms (such as animals, plants, fungi, and protists), most DNA is stored inside the cell nucleus, and some DNA is also found in organelles like mitochondria (and chloroplasts in plants) [1]. In contrast, in prokaryotes (such as bacteria and archaea), DNA is located only in the cytoplasm [1]."
oracle,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,"Norway won the most medals in the 1924 Winter Olympics, collecting a total of seventeen medals."
oracle,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,1.0,1.0,"The final season of Downton Abbey is the sixth series, which aired in the autumn of 2015 in the UK and Ireland, and in January 2016 in the United States. The final episode aired in the UK on 25 December 2015 on ITV [1]."
oracle,which site of an enzyme is called allosteric site,regulatory site,1.0,1.0,"The allosteric site of an enzyme is also known as the regulatory site. It is a site on an allosteric protein where a modulator molecule (allosteric regulator) binds. This site is distinct from the enzyme's active site. When allosteric regulators bind to the allosteric (regulatory) site, they cause conformational changes in the protein, which can alter the enzyme's activity, either activating or inhibiting it [1]."
oracle,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,1.0,1.0,"The breakup of the Democratic-Republican Party was caused by internal divisions that emerged after the disputed 1824 presidential election. Separate factions developed, each taking on characteristics of their own parties. Supporters of John Quincy Adams and Henry Clay favored modernization, banks, industrial development, and federal spending for roads and other internal improvements. In contrast, the Old Republicans and supporters of Andrew Jackson generally opposed these policies. These disagreements over key issues and the inability to maintain unity led to the fragmentation and eventual breakup of"
oracle,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,"The song ""You'll Never Find Another Love Like Mine"" is performed by R&B singer Lou Rawls."
oracle,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",1.0,1.0,"The original ""Flight of the Phoenix"" (1965) was filmed at several locations. Principal photography took place at the 20th Century-Fox Studios and 20th Century-Fox Ranch in California. To simulate the desert, additional filming locations included Buttercup Valley, Arizona, and Pilot Knob Mesa, California. The flying sequences were all filmed at Pilot Knob Mesa near Winterhaven, in California's Imperial Valley, on the western fringes of Yuma, Arizona [1]."
oracle,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,"President Theodore Roosevelt warned Europe to stay out of the Americas through the Roosevelt Corollary, which was an addition to the Monroe Doctrine. The corollary stated that the United States would intervene in conflicts between European countries and Latin American countries to enforce legitimate claims of the European powers, rather than allowing Europeans to press their claims directly.[1]"
oracle,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,1.0,1.0,"The formation of ATP takes place in different locations depending on the organism and process. During cellular respiration in eukaryotes, ATP is synthesized by ATPase using a proton gradient across the mitochondrial membrane. In bacteria, this process occurs across the plasma membrane. During photosynthesis in plants, ATP is synthesized by ATPase using a proton gradient across the thylakoid membrane, from the thylakoid lumen into the chloroplast stroma.[1]"
oracle,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,"The song ""What a Friend We Have in Jesus"" was originally written as a poem by Joseph M. Scriven in 1855. The tune for the hymn was composed by Charles Crozat Converse in 1868. (Document [1])"
oracle,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,"The guy who walked across the Twin Towers is Philippe Petit. He is a French high-wire artist who gained fame for his high-wire walk between the Twin Towers of the World Trade Center in New York City on the morning of August 7, 1974. (Document [1])"
oracle,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",1.0,1.0,"According to Document [1], the royalties for Winnie the Pooh go to the Slesinger family. Although Disney has been granted all trademark and copyright rights to Winnie the Pooh, they are required to pay royalties for all future use of the characters."
oracle,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,1.0,1.0,"All the motor neurons that control the skeletal muscles are **somatic motor neurons**. These neurons originate in the central nervous system and project their axons to skeletal muscles, such as those in the limbs, abdomen, and intercostal regions, which are involved in locomotion. The three types of somatic motor neurons are alpha efferent neurons, beta efferent neurons, and gamma efferent neurons. They are called ""efferent"" because they carry information from the central nervous"
oracle,how old is the actress who plays phyllis on y&r,Gina Tognoni|age 44,1.0,1.0,"The actress who plays Phyllis on The Young and the Restless is Gina Tognoni. She was born on November 28, 1973. Based on this information, she is currently 50 years old.[1]"
oracle,who has scored more goals in the premier league,Alan Shearer,1.0,1.0,"According to the provided information, Alan Shearer has scored more goals in the Premier League than any other player. He holds the record for most goals scored in the Premier League.[1]"
oracle,total number of mna in pakistan national assembly,332 members|332,1.0,1.0,The total number of Members of the National Assembly (MNAs) in the Pakistan National Assembly is 332. This includes 272 directly elected members and 70 reserved seats for women and religious minorities.[1]
oracle,who played stumpy in the movie rio bravo,Walter Brennan,1.0,1.0,"Stumpy in the movie ""Rio Bravo"" was played by Walter Brennan.[1]"
oracle,where is the protien made in the cell,in the cell nucleus|cell nucleus,0.0,0.0,"Protein is made in the cell at the ribosomes. Ribosomes are the cellular structures where the process of protein biosynthesis (translation) occurs, using the genetic information transcribed from DNA. Transcription of DNA into RNA happens in the nucleus, but the actual assembly of proteins from amino acids takes place at the ribosomes, which can be found either floating freely in the cytoplasm or attached to the endoplasmic reticulum.   (Source: Document [1] - Protein biosynthesis)"
oracle,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,1.0,1.0,"If there is a line that lies parallel to the horizon, it is said to be parallel to the picture plane and will not converge to a vanishing point on the horizon in a perspective drawing. According to Document [1], only sets of parallel lines that are not parallel to the picture plane will appear to converge to a vanishing point. Lines parallel to the horizon remain parallel in the image and do not meet at a vanishing point."
oracle,when's the last time the philadelphia eagles played the new england patriots,in Super Bowl LII,1.0,1.0,"The last time the Philadelphia Eagles played the New England Patriots was in Super Bowl LII, following the 2017 season, where the Eagles won 41–33. [1]"
oracle,what was the purpose of a revival meeting during the second great awakening,evangelizing,0.0,0.0,"The purpose of a revival meeting during the Second Great Awakening was to evangelize and spread religious enthusiasm across different regions and denominations. Revival meetings served as the most effective way to reach people, especially in remote frontier locations, by bringing communities together to experience religious renewal and conversion. These meetings aimed to inspire individuals to embrace or recommit to their faith, often through passionate preaching and communal worship, helping to rapidly expand religious movements across areas like Kentucky, Tennessee, and southern Ohio [1]."
closedbook,who got the first nobel prize in physics,Wilhelm Conrad Röntgen,1.0,1.0,The first Nobel Prize in Physics was awarded to **Wilhelm Conrad Röntgen** in **1901** for the discovery of X-rays.
closedbook,when is the next deadpool movie being released,"May 18, 2018",0.0,0.0,"The next Deadpool movie, titled **""Deadpool & Wolverine,""** is scheduled to be released on **July 26, 2024**."
closedbook,the south west wind blows across nigeria between,till September,0.0,0.0,"**The south west wind blows across Nigeria between March and October.**  This wind is known as the **Southwest Monsoon** or **Southwest Trade Wind**. It originates from the Atlantic Ocean and brings moist, humid air, resulting in the rainy season across most parts of Nigeria, especially the southern and central regions. The period is typically from **March/April to October**, peaking between **June and September**."
closedbook,what does hp mean in war and order,hit points or health points,1.0,1.0,"In **War and Order**, **HP** stands for **Hit Points** or **Health Points**. It represents the amount of damage a unit, building, or hero can take before being defeated or destroyed. The higher the HP, the more damage that unit or structure can withstand in battles. Increasing HP makes your troops or defenses more durable during attacks and defenses."
closedbook,who wrote the first declaration of human rights,Cyrus,1.0,1.0,"The first known declaration of human rights is often attributed to **Cyrus the Great**, the founder of the Achaemenid Empire in ancient Persia. Around 539 BCE, after conquering Babylon, Cyrus issued the **Cyrus Cylinder**, which proclaimed rights such as freedom of religion and the abolition of forced labor and slavery. Many historians consider the Cyrus Cylinder to be the earliest known charter of human rights.  However, in the modern sense, the **Declaration of the Rights of Man and of the Citizen"
closedbook,who is the owner of reading football club,Xiu Li Dai|Dai Xiuli|Dai Yongge|Yongge Dai,1.0,1.0,"As of June 2024, the owner of Reading Football Club is Dai Yongge, a Chinese businessman. He has owned the club since 2017 through his company, Renhe Sports Management Limited."
closedbook,when is the last time the philadelphia won the superbowl,"Super Bowl LII,|2017",1.0,1.0,"The last time the Philadelphia Eagles won the Super Bowl was on **February 4, 2018**, when they defeated the New England Patriots in Super Bowl LII."
closedbook,how many episodes are there in dragon ball z,291 episodes|291,1.0,1.0,**Dragon Ball Z** has a total of **291 episodes**.
closedbook,who designed the garden city of new earswick,planner Raymond Unwin|architect Barry Parker|Raymond Unwin,1.0,1.0,The garden city of New Earswick was designed by Raymond Unwin and Barry Parker.
