condition,question,gold_answers,em_first_line,em_full,model_answer
oracle,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,"Based solely on the provided document, after Queen Elizabeth II dies, her heir apparent, **Charles, Prince of Wales**, will take the throne."
oracle,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,"Based on the provided search results, the girl in the Green Day ""21 Guns"" video is Gloria, played by Lisa Stelly."
oracle,what are the zords in the power rangers movie,animal-themed Ninja Zords,1.0,1.0,"Based solely on the provided search result, the zords in the Power Rangers movie are ""new animal-themed Ninja Zords"" [1]."
oracle,who decides the number of judges in the high court,the President of India,1.0,1.0,"Based solely on the provided search result, the number of judges in a High Court is defined by the President of India."
oracle,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,"Based solely on the provided search result, the process of fusion of an egg with a sperm is called **human fertilization**."
oracle,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,the vascular layer of the eye is the **uvea**[1].
oracle,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,1.0,1.0,"Based solely on the provided search results, the Cuban revolt against Spain was led by **Martí**, **Máximo Gomez**, and **Antonio Maceo**."
oracle,when was the first documented case of tool mark identification,1835,1.0,1.0,"Based solely on the provided search results, the first documented case of tool mark identification occurred in **1835**. This case involved a member of the Bow Street Runners in London who matched a recovered bullet from a murder victim to a specific mold in a suspect's home [1]."
oracle,who has won the mens singles title in the australian open tennis tournament,Roger Federer,1.0,1.0,"Based solely on the provided search results, Roger Federer won the men's singles title at the 2018 Australian Open."
oracle,when did beds become popular in france and germany,the 12th century,0.0,0.0,"Based solely on the provided search results, the document mentions that in France, the shape of bedsteads that were higher at the head than at the feet continued in use until the 13th century. However, the provided text does not specify when beds became ""popular"" in France or Germany, nor does it provide any information about Germany."
oracle,who wrote the song the glory of love,Billy Hill,1.0,1.0,"Based solely on the provided search results, the song ""The Glory of Love"" was written by Billy Hill."
oracle,who wrote the book the origin of species,Charles Darwin,1.0,1.0,"Based solely on the provided search results, the book *On the Origin of Species* was written by Charles Darwin."
oracle,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,1.0,1.0,"Based solely on the provided search results, the song ""Rip It Up"" was performed by the Scottish post-punk band Orange Juice."
oracle,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",1.0,1.0,"Based solely on the provided search results, the Winter Olympics are in Pyeongchang County, South Korea, and they start on 9 February 2018."
oracle,when does the miz and maryse show start,2018,1.0,1.0,"Based solely on the provided document, the show *Miz & Mrs.* is set to premiere in 2018."
oracle,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,"Based on the provided search results, the first season of *Slasher* was filmed in Sudbury, Parry Sound, and Sault Ste. Marie, Ontario [1]."
oracle,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,1.0,1.0,"Based solely on the provided search results, the question ""When a tree falls in a lonely forest, and no animal is near by to hear it, does it make a sound? Why?"" appears in the 1910 book *Physics* by **Charles Riborg Mann and George Ransom Twiss**."
oracle,turkish finnish and hungarian belong to which family of languages,Uralic languages,1.0,1.0,"Based solely on the provided search results, Hungarian and Finnish belong to the **Uralic** language family. The document states that ""The Uralic languages... form a language family... The Uralic languages with the most native speakers are Hungarian, Finnish, and Estonian."" The search results do not provide any information about the language family of Turkish."
oracle,when did united states enter world war i,April 1917,1.0,1.0,"Based on the provided search results, the United States entered World War I in **April 1917**."
oracle,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,"Based solely on the provided search results, the theory of unbalanced growth is generally associated with Hirschman."
oracle,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,"Based solely on the provided search results, the term ""spirit"" for alcohol comes from Middle Eastern alchemy. Alchemists, who were more focused on medical elixirs than turning lead into gold, called the vapor collected during the distillation of alcohol a ""spirit of the original material"" [1]."
oracle,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,"Based solely on the provided document, the soldiers who ended the raid on the Harpers Ferry arsenal were led by First Lieutenant Israel Greene, with Colonel Robert E. Lee in overall command."
oracle,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,"Based solely on the provided search results, the Disney's Art of Animation Resort opened in phases. Family suites opened on **May 31, 2012**, and standard rooms opened on **September 15, 2012**."
oracle,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,"Based solely on the provided search results, a subcutaneous injection is made into the subcutis, which is the layer of skin directly below the dermis and epidermis [1]."
oracle,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,"Based solely on the provided search results, most nutrients are absorbed in the **small intestine** (also called the small bowel). The document states that the small intestine is ""where most of the end absorption of food takes place"" and that its ""primary function is the absorption of nutrients and minerals from food."""
oracle,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,"Based solely on the provided search results, primary ossification centers usually appear during prenatal development."
oracle,where does kevins family go in home alone 2,Florida,1.0,1.0,"Based solely on the provided search result, Kevin's family decides to take a trip to Florida."
oracle,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,"Based solely on the provided search result, season 2 of Jessica Jones is scheduled to be released on March 8, 2018."
oracle,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,"Based solely on the provided document, the final season of *Game of Thrones* is the eighth season, which consists of six episodes [1]."
oracle,an edge that is between a vertex and itself is a,loop,1.0,1.0,"Based on the provided search result, an edge that is between a vertex and itself is a **loop** (also called a self-loop or a ""buckle"")."
oracle,when does the little couples new season start,"September 19, 2017",1.0,1.0,"Based on the provided search result, the new season of *The Little Couple* premiered on **September 19, 2017**."
oracle,how tall is the actor who plays hagrid in harry potter,6ft 1in,1.0,1.0,"Based solely on the provided search results, Robbie Coltrane, who plays Hagrid, is 6ft 1in. The document also mentions an unnamed 8ft actor who stands in for him in some scenes."
oracle,what is the job of justice of the peace,dispense summary justice,1.0,1.0,"Based solely on the provided document, a justice of the peace is a judicial officer who serves in a lower court. Their job is to ""keep the peace,"" and depending on the jurisdiction, they either ""dispense summary justice"" or ""merely deal with local administrative applications."""
oracle,who won the oscar for best picture in 1976,Rocky,1.0,1.0,"Based solely on the provided search results, the Oscar for Best Picture in 1976 was won by **Rocky**."
oracle,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,"Based solely on the provided search results, Bart Cummings has trained the most Melbourne Cup winners, with 12 wins up to 2008."
oracle,who was involved in the mapp vs ohio case,Dollree Mapp,1.0,1.0,"Based solely on the provided document, the individuals involved in the Mapp v. Ohio case were Dollree Mapp, the police officers in Cleveland, Ohio, and Virgil Ogletree."
oracle,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,"Based solely on the provided document, Kat Slater's sisters were Lynne, Little Mo, and Zoe."
oracle,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,"Based solely on the provided search result, the Philadelphia Eagles last played in the Super Bowl in **Super Bowl LII**, which followed the 2017 season."
oracle,what is the cross on a letter t called,arm|crossbar,1.0,1.0,"Based on the provided search results, the cross on a letter ""t"" is called a **crossbar**. The document states: ""When the strokes connect as in A and H or cross strokes as in t is also known as crossbar."""
oracle,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,"Based solely on the provided search result, the evil doctor in *Wonder Woman* is played by Spanish actress Elena Anaya."
oracle,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,1.0,1.0,"Based solely on the provided document, the film *Summer of '42* starred Gary Grimes as Hermie, Jerry Houser as his best friend Oscy, Oliver Conant as their nerdy young friend Benjie, Jennifer O'Neill as Hermie's mysterious love interest, and Katherine Allentuck and Christopher Norris as a pair of girls."
oracle,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,"Based solely on the provided search results, the song ""Sacrifice"" by Elton John is on the album *Sleeping with the Past*."
oracle,when did they replace lead with graphite in pencils,never contained the element lead,0.0,0.0,"Based solely on the provided search results, there is no information about when lead was replaced with graphite in pencils. The document only explains that the pencil core was historically called ""lead"" due to a misconception, but it does not provide a timeline for any replacement."
oracle,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,1.0,1.0,"Based solely on the provided search results, DNA in the body can be found inside the cell nucleus and in organelles such as mitochondria. The document states that ""eukaryotic organisms (animals, plants, fungi and protists) store most of their DNA inside the cell nucleus and some of their DNA in organelles, such as mitochondria or chloroplasts."""
oracle,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,"Based solely on the provided search results, Norway won the most medals in the 1924 Winter Olympics, collecting seventeen medals in total."
oracle,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,1.0,1.0,"Based solely on the provided search results, the final season of *Downton Abbey* is the sixth series. The document states that ""the sixth series was confirmed to be the final series,"" with the final episode airing on 25 December 2015."
oracle,which site of an enzyme is called allosteric site,regulatory site,1.0,1.0,"Based solely on the provided document, the site of an enzyme called the allosteric site is also known as a ""regulatory site."" It is a site on an allosteric protein that is distinct from the active site, to which a modulator molecule (or allosteric regulator) binds."
oracle,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,1.0,1.0,"Based solely on the provided search results, the breakup of the Democratic-Republican Party was caused by the aftermath of the disputed 1824 presidential election, which led to the formation of separate factions with opposing views on issues like modernization, banks, industrial development, and federal spending for internal improvements."
oracle,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,"Based on the provided search results, the song ""You'll Never Find Another Love Like Mine"" is performed by R&B singer Lou Rawls."
oracle,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",1.0,1.0,"Based solely on the provided search results, the original *Flight of the Phoenix* (1965 film) was filmed at the 20th Century-Fox Studios and 20th Century-Fox Ranch in California, as well as at Buttercup Valley, Arizona and Pilot Knob Mesa, California. The flying sequences were specifically filmed at Pilot Knob Mesa near Winterhaven, California."
oracle,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,"Based solely on the provided document, President Theodore Roosevelt warned Europe to stay out of the Americas. The Roosevelt Corollary, articulated in his 1904 State of the Union address, stated that the United States would intervene in conflicts between European and Latin American countries to enforce European claims, rather than allowing Europeans to press their claims directly."
oracle,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,0.0,1.0,"Based on the provided search results, the formation of ATP takes place in the following locations:  - **In eukaryotes:** Across the mitochondrial membrane. - **In bacteria:** Across the plasma membrane. - **In plants during photosynthesis:** Across the thylakoid membrane (from the thylakoid lumen into the chloroplast stroma)."
oracle,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,"Based solely on the provided search results, the song ""What a Friend We Have in Jesus"" was written by Joseph M. Scriven. He originally wrote it as a poem in 1855."
oracle,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,"Based solely on the provided search results, the guy who walked across the Twin Towers is Philippe Petit."
oracle,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",1.0,1.0,"Based solely on the provided search results, the royalties for Winnie the Pooh go to Disney. Document [1] states that ""the Slesinger family had granted all trademark and copyright rights to Disney, although Disney must pay royalties for all future use of the characters."""
oracle,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,1.0,1.0,"Based solely on the provided search results, all the motor neurons that control the skeletal muscles are **somatic motor neurons**. The document states that ""somatic motor neurons originate in the central nervous system, project their axons to skeletal muscles... which are involved in locomotion."" It further specifies that the three types of these neurons are the alpha efferent neurons, beta efferent neurons, and gamma efferent neurons."
oracle,how old is the actress who plays phyllis on y&r,Gina Tognoni|age 44,1.0,1.0,"Based solely on the provided search results, Gina Tognoni, who plays Phyllis Summers on *The Young and the Restless*, was born on November 28, 1973."
oracle,who has scored more goals in the premier league,Alan Shearer,1.0,1.0,"Based solely on the provided document, Alan Shearer has scored more goals in the Premier League. He holds the record for the most goals scored in the Premier League."
oracle,total number of mna in pakistan national assembly,332 members|332,1.0,1.0,"Based on the provided document, the total number of Members of the National Assembly (MNAs) in the Pakistan National Assembly is **332**."
oracle,who played stumpy in the movie rio bravo,Walter Brennan,1.0,1.0,"Based solely on the provided search results, Stumpy was played by Walter Brennan."
oracle,where is the protien made in the cell,in the cell nucleus|cell nucleus,1.0,1.0,"Based solely on the provided search results, the document does not specify where protein is made in the cell. It only describes the process of transcription, which occurs in the cell nucleus."
oracle,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,1.0,1.0,"Based solely on the provided search results, there is no information about what a line parallel to the horizon is said to be. The document only discusses vanishing points in perspective drawing."
oracle,when's the last time the philadelphia eagles played the new england patriots,in Super Bowl LII,1.0,1.0,"Based solely on the provided search result, the last time the Philadelphia Eagles played the New England Patriots was in **Super Bowl LII**, following the 2017 season."
oracle,what was the purpose of a revival meeting during the second great awakening,evangelizing,1.0,1.0,"Based solely on the provided document, the purpose of a revival meeting during the Second Great Awakening was to serve as ""the most effective form of evangelizing during this period."""
closedbook,who got the first nobel prize in physics,Wilhelm Conrad Röntgen,1.0,1.0,"The first Nobel Prize in Physics was awarded in 1901 to **Wilhelm Conrad Röntgen** ""in recognition of the extraordinary services he has rendered by the discovery of the remarkable rays subsequently named after him"" (X-rays)."
closedbook,when is the next deadpool movie being released,"May 18, 2018",0.0,0.0,"As of now, the next Deadpool movie is **Deadpool & Wolverine**, which was released on **July 26, 2024**. There is no official announcement for a subsequent Deadpool film beyond that."
closedbook,the south west wind blows across nigeria between,till September,0.0,0.0,"The south-west wind blows across Nigeria between **March and October** (or more specifically, from approximately **April to October**). This period corresponds to the **wet season** in Nigeria, as the south-west wind carries moisture from the Atlantic Ocean, bringing rainfall to most parts of the country."
closedbook,what does hp mean in war and order,hit points or health points,1.0,1.0,"In the context of the mobile game **War and Order**, ""HP"" stands for **Hit Points** (or Health Points). It represents the amount of damage a unit (such as a troop, hero, or building) can take before being destroyed or defeated. Higher HP means the unit is more durable and can survive longer in battles."
closedbook,who wrote the first declaration of human rights,Cyrus,1.0,1.0,"The first known declaration of human rights is widely considered to be the **Cyrus Cylinder**, created in 539 BCE under the order of Cyrus the Great, the founder of the Persian Achaemenid Empire.  While not a ""declaration"" in the modern sense, this clay cylinder inscribed in Akkadian cuneiform proclaimed the freedom of enslaved peoples, allowed religious freedom, and established racial equality within the empire. It is often cited as the first charter of human rights.  However, if"
closedbook,who is the owner of reading football club,Xiu Li Dai|Dai Xiuli|Dai Yongge|Yongge Dai,1.0,1.0,"The owner of Reading Football Club is **Dai Yongge** (often referred to in Chinese naming order as Yongge Dai). He is a Chinese businessman who, along with his sister Dai Xiu Li, acquired the club in 2017. As of the 2024-2025 season, Dai Yongge remains the majority owner, though the club has been actively seeking new investment or a full sale due to ongoing financial difficulties."
closedbook,when is the last time the philadelphia won the superbowl,"Super Bowl LII,|2017",1.0,1.0,"The Philadelphia Eagles have won the Super Bowl once. Their victory came on **February 4, 2018**, when they defeated the New England Patriots 41–33 in **Super Bowl LII**."
closedbook,how many episodes are there in dragon ball z,291 episodes|291,1.0,1.0,"There are **291 episodes** in the original, uncut Japanese version of *Dragon Ball Z*.  However, the number can vary depending on the version you watch:  - **Original Japanese broadcast:** 291 episodes. - **Funimation English dub (uncut):** 291 episodes (matching the Japanese version). - **Funimation English dub (edited for TV/Toonami):** 276 episodes (some episodes were combined or cut for content and time). - **D"
closedbook,who designed the garden city of new earswick,planner Raymond Unwin|architect Barry Parker|Raymond Unwin,1.0,1.0,"The garden city of New Earswick was designed by the architects **Barry Parker** and **Sir Raymond Unwin**. They were commissioned by the philanthropist Joseph Rowntree to create the village, which was built from 1902 onward as a model village for workers."
closedbook,what is the first step in the evolution of the eye,photoreceptor proteins that sense light|eyespots,0.0,0.0,"The first step in the evolution of the eye is the development of a **light-sensitive patch** (or eyespot) of photoreceptor cells on the surface of an organism.  This simple patch could not form an image, but it allowed the organism to distinguish **light from dark** (e.g., sensing the direction of sunlight or the shadow of a predator). This provided a significant survival advantage, which then set the stage for subsequent evolutionary steps like the formation of a cup shape, a pinhole"
closedbook,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,"The TV show *The Curse of Oak Island* is filmed on **Oak Island**, which is located on the south shore of **Nova Scotia, Canada**, near the town of **Western Shore**. The island itself is a privately-owned island in Mahone Bay, and the production primarily takes place on the island's various excavation sites, the ""War Room"" (a base of operations), and surrounding areas."
closedbook,where is gall bladder situated in human body,beneath the liver,1.0,1.0,"The gallbladder is situated in the upper right quadrant of the human abdomen. It is located just beneath the liver, tucked under the liver's right lobe."
closedbook,who is the current director of the us mint,David J. Ryder|David Motl,0.0,0.0,"The current Director of the United States Mint is **Ventris C. Gibson**. She was confirmed by the U.S. Senate and assumed the role on June 9, 2022."
closedbook,what is the main mineral in lithium batteries,Lithium|lithium,1.0,1.0,"The main mineral used in lithium batteries is **lithium**, but it is typically extracted from specific minerals or brines. The most common mineral sources are:  - **Spodumene** (a lithium aluminum silicate) – the primary hard-rock mineral mined for lithium. - **Lepidolite** and **Petalite** are also lithium-bearing minerals, though less common.  However, if you're asking about the most abundant material by weight in a lithium-ion battery, it is usually **"
closedbook,right to property according to the constitution of india is a,constitutional right,1.0,1.0,"According to the Constitution of India, the right to property is a **legal/constitutional right** (under Article 300A) and **not a fundamental right**.  Here is the breakdown:  - **Originally:** It was a Fundamental Right under Article 31. - **After the 44th Amendment (1978):** Article 31 was repealed, and the right to property was removed from Part III (Fundamental Rights). - **Current Status:** It is now enshrined in **Article"
closedbook,who is the president of usa right now,Donald Trump,0.0,0.0,"The current president of the United States is Joe Biden. He took office on January 20, 2021."
closedbook,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,"The **temporal lobes** of the brain are primarily located in the middle cranial fossa. More specifically, this fossa houses the **inferior (lower) portions of the temporal lobes**, including the **hippocampus** and parts of the **limbic system**."
closedbook,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,"In S.E. Hinton's novel *The Outsiders*, the greasers live on the **East Side** of the fictional city of Tulsa, Oklahoma. This is the poorer, more run-down part of town, in contrast to the Socs (Socials), who live on the affluent **West Side**."
closedbook,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,0.0,1.0,"In the TV show *Grey's Anatomy*, the major plane crash occurs in the Season 8 finale (""Flight"") and its aftermath in Season 9. The following main characters died as a direct result of that crash:  - **Lexie Grey** (Chyler Leigh) – Killed instantly when the plane crashed, crushed by debris. - **Mark Sloan** (Eric Dane) – Survived the initial crash but died later in the Season 9 premiere due to his severe injuries.  Additionally"
closedbook,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",0.0,1.0,"In the United States, hops are primarily grown in the **Pacific Northwest**, which accounts for the vast majority of domestic production. The key states are:  1.  **Washington** – The largest hop-producing state, responsible for roughly 70-75% of U.S. hops. The main growing region is the **Yakima Valley**. 2.  **Oregon** – The second-largest producer, centered in the **Willamette Valley**. 3.  **Idaho**"
closedbook,what's the dog's name on tom and jerry,Spike,1.0,1.0,"The dog's name in *Tom and Jerry* is **Spike**. He is a large, muscular bulldog who often tries to catch or punish Tom for bothering his son, **Tyke**."
closedbook,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,1.0,"Most of Africa's petroleum and natural gas are found in **North Africa** and **West Africa**.  Specifically:  - **North Africa:** Major reserves are located in **Libya**, **Algeria**, and **Egypt**, particularly in the Sahara Desert region and offshore in the Mediterranean Sea. - **West Africa:** Significant oil and gas deposits are concentrated in the **Gulf of Guinea**, with **Nigeria** being the largest producer, followed by **Angola** (though Angola is technically in"
closedbook,in which sea pearl is found in india,the Indian Ocean,1.0,1.0,"In India, pearls are primarily found in the **Indian Ocean**, specifically along the coasts of the **Gulf of Mannar** (between Tamil Nadu and Sri Lanka) and the **Gulf of Kutch** (off the coast of Gujarat).   The Gulf of Mannar is historically the most famous pearl fishing region in India, known for its natural pearl oysters."
