condition,question,gold_answers,em_first_line,em_full,model_answer
oracle,right to property according to the constitution of india is a,constitutional right,1.0,1.0,"According to the Constitution of India, the right to property is no longer a fundamental right, though it is still a constitutional right."
oracle,who is the president of usa right now,Donald Trump,1.0,1.0,"Donald Trump is the 45th and current president, inaugurated on January 20, 2017."
oracle,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,The temporal lobes of the brain are in the middle cranial fossa.
oracle,where do the greasers live in the outsiders,"Tulsa, Oklahoma",1.0,1.0,"The Greasers live in Tulsa, Oklahoma. While the book doesn't explicitly state this, the story takes place there in 1965."
oracle,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,"In the plane crash in Grey's Anatomy, Dr. Lexie Grey died."
oracle,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,"Hops are grown in the US in the Yakima (Washington) and Willamette (Oregon) valleys, and western Canyon County, Idaho (including the communities of Parma, Wilder, Greenleaf, and Notus)."
oracle,what's the dog's name on tom and jerry,Spike,1.0,1.0,The dog's name on Tom and Jerry is Spike. He is also occasionally referred to as Butch or Killer. Spike has a son named Tyke.
oracle,in which regions are most of africa petroleum and natural gas found,Nigeria,1.0,1.0,"Nigeria, the largest oil and gas producer in Africa, extracts crude oil from the delta basin."
oracle,in which sea pearl is found in india,the Indian Ocean,1.0,1.0,"Pearls are found in the Gulf of Mannar, which is located in the Indian Ocean."
oracle,how many countries are a part of opec,14,1.0,1.0,"As of February 2018, there are 14 nations in OPEC."
oracle,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,0.0,0.0,"A Jeep is considered a sport utility vehicle (SUV) or an off-road vehicle. Some models, like the Grand Cherokee and Wagoneer, also extend into the luxury segment."
oracle,what is the name of manchester united stadium,Old Trafford,1.0,1.0,The name of Manchester United's stadium is Old Trafford.
oracle,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,Solange Knowles & Destiny's Child sing the theme song for The Proud Family.
oracle,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,"Cathy Dennis and Rob Davis jointly wrote the lyrics for ""Can't Get You Out of My Head."""
oracle,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,1.0,1.0,Taxpayers in the United States may be affected by monetary penalties imposed by the IRS.
oracle,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,"The mother on How I Met Your Mother turned out to be Tracy McConnell, who was played by Cristin Milioti."
oracle,what is the corporate tax rate in great britain,20%,1.0,1.0,"As of April 2015, the corporate tax rate in Great Britain is a flat rate of 20%."
oracle,what is the meaning of the name sinead,God forgave/God gratified,1.0,1.0,"The name Sinéad is an Irish feminine name derived from the French Jeanette, which is cognate to the English Janet. Janet is a feminine form of the Hebrew Yohannan, meaning ""God forgave/God gratified."" Sinéad is generally translated into English as either Jane or Jennifer, or as the female version of the Scottish name Jean."
oracle,what network is showing the monday night football game,ESPN,1.0,1.0,ESPN is showing the Monday Night Football game.
oracle,what is the form of mozart symphony no 40,G minor|minor key symphonies,1.0,1.0,"The provided document does not contain information about the form of Mozart's Symphony No. 40. It only states that it was written by Wolfgang Amadeus Mozart in 1788 and is sometimes referred to as the ""Great G minor symphony."""
oracle,what was the city of beijing previously known as,Peking,1.0,1.0,The city of Beijing was previously known as Peking.
oracle,when is the fourth movie of the divergent series coming out,never made,1.0,1.0,"A fourth film, The Divergent Series: Ascendant, was never made due to Allegiant's poor showing at the box office."
oracle,who will take the throne after the queen dies,"Charles, Prince of Wales",1.0,1.0,"After Queen Elizabeth II dies, her eldest son, Charles, Prince of Wales, will take the throne."
oracle,who is the girl in green day 21 guns,Lisa Stelly,1.0,1.0,"The girl in Green Day's ""21 Guns"" music video is Gloria, played by Lisa Stelly."
oracle,what are the zords in the power rangers movie,animal-themed Ninja Zords,1.0,1.0,The Zords in the Power Rangers movie are the animal-themed Ninja Zords.
oracle,who decides the number of judges in the high court,the President of India,1.0,1.0,The President of India decides the number of judges in the High Court.
oracle,name the process of fusion of an egg with a sperm,fertilization|Human fertilization,1.0,1.0,The process of fusion of an egg with a sperm is called human fertilization.
oracle,the vascular layer of the eye is the,middle layer|The uvea|uvea,1.0,1.0,The vascular layer of the eye is the uvea.
oracle,the cuban revolt against spain was led by,Máximo Gomez|Antonio Maceo|José Martí,1.0,1.0,The Cuban revolt against Spain was led by Máximo Gomez and Antonio Maceo.
oracle,when was the first documented case of tool mark identification,1835,1.0,1.0,The first documented case of tool mark identification occurred in 1835.
oracle,who has won the mens singles title in the australian open tennis tournament,Roger Federer,1.0,1.0,"Roger Federer won the men's singles title in the 2018 Australian Open tennis tournament. He defeated Marin Čilić in the final. This was Federer's record-equalling sixth Australian Open men's singles title, tying him with Roy Emerson and Novak Djokovic."
oracle,when did beds become popular in france and germany,the 12th century,0.0,0.0,"This question cannot be answered from the given source. The provided document discusses the characteristics of beds in France during the 12th and 13th centuries, and mentions Carolingian manuscripts, but it does not provide information about when beds became popular in France or Germany."
oracle,who wrote the song the glory of love,Billy Hill,1.0,1.0,"Billy Hill wrote the song ""The Glory of Love."""
oracle,who wrote the book the origin of species,Charles Darwin,1.0,1.0,Charles Darwin wrote the book *On the Origin of Species*.
oracle,who sang rip it up and start again,Scottish post-punk band Orange Juice|Orange Juice,1.0,1.0,"The provided document does not contain information about a song titled ""Rip It Up and Start Again."" It only mentions ""Rip It Up"" by Orange Juice."
oracle,where are the winter olympics and when do they start,"Pyeongchang County, South Korea|Pyeongchang, South Korea|9 to 25 February 2018|9 February",1.0,1.0,"The 2018 Winter Olympics are scheduled to take place in Pyeongchang County, South Korea, starting on February 9, 2018."
oracle,when does the miz and maryse show start,2018,1.0,1.0,Miz & Mrs. will premiere in 2018.
oracle,where was the first season of slasher filmed,"Orangeville, Ontario, Canada|Sudbury, Parry Sound",1.0,1.0,"The first season of *Slasher*, subtitled *The Executioner*, was filmed in Sudbury, Parry Sound, and Sault Ste. Marie, Ontario."
oracle,who said if a tree falls in the woods and nobody hears it,Philosopher George Berkeley|Charles Riborg Mann|George Ransom Twiss,1.0,1.0,"The current phrasing of ""If a tree falls in a forest"" appears to have originated in the 1910 book *Physics* by Charles Riborg Mann and George Ransom Twiss. They posed the question ""When a tree falls in a lonely forest, and no animal is near by to hear it, does it make a sound? Why?"" to quiz readers from a purely physical point of view."
oracle,turkish finnish and hungarian belong to which family of languages,Uralic languages,0.0,0.0,Finnish and Hungarian belong to the Uralic language family.
oracle,when did united states enter world war i,April 1917,1.0,1.0,The United States entered World War I in April 1917.
oracle,who has given the theory of unbalanced economic growth,Hirschman,1.0,1.0,The theory of unbalanced growth is generally associated with Hirschman. He presented a complete theoretical formulation of the strategy.
oracle,where did the term spirits for alcohol come from,Middle Eastern alchemy,1.0,1.0,"The term ""spirit"" in reference to alcohol originated from Middle Eastern alchemy. Alchemists referred to the vapor collected during an alchemical process, such as the distillation of alcohol, as a ""spirit"" of the original material."
oracle,who led the soldiers in ending the raid on the harper's ferry arsenal,Colonel Robert E. Lee|First Lieutenant Israel Greene|Brevet Colonel Robert E. Lee,1.0,1.0,"Colonel Robert E. Lee was in overall command of the operation to retake the arsenal, and First Lieutenant Israel Greene led the company of U.S. Marines who defeated John Brown's party."
oracle,when did disney art of animation resort open,"May 31, 2012",1.0,1.0,"Family suites at Disney's Art of Animation Resort opened on May 31, 2012, and standard rooms opened on September 15, 2012."
oracle,where would a subcutaneous injection be made in the skin,the subcutis,1.0,1.0,"A subcutaneous injection is administered into the subcutis, which is the layer of skin directly below the dermis and epidermis."
oracle,where are most nutrients absorbed in the human digestive tract,The small intestine|small intestine,1.0,1.0,Most nutrients are absorbed in the small intestine.
oracle,when do primary ossification centers appear in an embryo,prenatal development,1.0,1.0,Primary ossification centers typically appear during prenatal development.
oracle,where does kevins family go in home alone 2,Florida,1.0,1.0,Kevin's family decides to take a trip to Florida in Home Alone 2.
oracle,when is season 2 of jessica jones being released,"March 8, 2018",1.0,1.0,"Season 2 of Jessica Jones is scheduled to be released on March 8, 2018."
oracle,what is final season of game of thrones,The eighth|eighth|the eighth season,1.0,1.0,"The final season of Game of Thrones is the eighth season. It was announced by HBO in July 2016 and consists of six episodes. This season, like the seventh, largely features original content not yet found in George R. R. Martin's ""A Song of Ice and Fire"" series, instead adapting material Martin shared with the showrunners about his upcoming novels, ""The Winds of Winter"" and ""A Dream of Spring."""
oracle,an edge that is between a vertex and itself is a,loop,1.0,1.0,"An edge that is between a vertex and itself is a loop (also called a self-loop or a ""buckle"")."
oracle,when does the little couples new season start,"September 19, 2017",1.0,1.0,"The new season of The Little Couple premiered on September 19, 2017."
oracle,how tall is the actor who plays hagrid in harry potter,6ft 1in,1.0,1.0,"The actor who plays Hagrid in Harry Potter, Robbie Coltrane, is 6ft 1in tall."
oracle,what is the job of justice of the peace,dispense summary justice,0.0,0.0,"A justice of the peace (JP) is a judicial officer of a lower court, elected or appointed to keep the peace. Their job involves dispensing summary justice or dealing with local administrative applications in common law jurisdictions."
oracle,who won the oscar for best picture in 1976,Rocky,1.0,1.0,Rocky won the Oscar for Best Picture in 1976.
oracle,who has trained the most melbourne cup winners,Bart Cummings,1.0,1.0,"Bart Cummings has trained the most Melbourne Cup winners, with 12 wins by 2008."
oracle,who was involved in the mapp vs ohio case,Dollree Mapp,0.0,1.0,"The following individuals were involved in the events leading to the Mapp v. Ohio case:  *   **Dollree Mapp:** An employee in illegal gambling rackets. *   **Virgil Ogletree:** A numbers operator wanted for questioning in a bombing. *   **Edward Keeling:** Mapp's boyfriend, who set up the ""California Gold"" numbers operation. *   **Shon Birns:** Cleveland rackets kingpin. *   **Don King:**"
oracle,who was kat slater's sisters in eastenders,Zoe|Little Mo|Lynne,1.0,1.0,"In EastEnders, Kat Slater's sisters were Lynne, Little Mo, and Zoe."
oracle,when did the philadelphia eagles play in the super bowl last,Super Bowl LII,1.0,1.0,"The Philadelphia Eagles last played in the Super Bowl following the 2017 season, in Super Bowl LII."
oracle,what is the cross on a letter t called,arm|crossbar,1.0,1.0,"The cross on a letter ""t"" is called a crossbar."
oracle,who plays the evil doctor in wonder woman,Elena Anaya|Spanish actress Elena Anaya,1.0,1.0,Elena Anaya plays the evil doctor in Wonder Woman.
oracle,who starred in the movie summer of 42,Oliver Conant|Christopher Norris|Gary Grimes|Katherine Allentuck|Jennifer O'Neill|Jerry Houser|Robert Mulligan|Maureen Stapleton,1.0,1.0,"The movie *Summer of '42* starred Gary Grimes, Jerry Houser, Oliver Conant, Jennifer O'Neill, Katherine Allentuck, and Christopher Norris. Maureen Stapleton also had a small, uncredited voice role."
oracle,what album is sacrifice by elton john on,Sleeping with the Past.|Sleeping with the Past,1.0,1.0,"The song ""Sacrifice"" by Elton John is on the album *Sleeping with the Past*."
oracle,when did they replace lead with graphite in pencils,never contained the element lead,1.0,1.0,"The provided document does not contain information about when lead was replaced with graphite in pencils. It only states that the substance was thought to be a form of lead and was called plumbago, and that the pencil core is still referred to as ""lead"" even though it never contained the element lead."
oracle,where can you find dna in the body,chromosomes in a cell|inside the cell nucleus,1.0,1.0,"Within eukaryotic cells, DNA is organized into chromosomes. Eukaryotic organisms (animals, plants, fungi, and protists) store most of their DNA inside the cell nucleus and some of their DNA in organelles, such as mitochondria or chloroplasts. In contrast, prokaryotes (bacteria and archaea) store their DNA only in the cytoplasm."
oracle,who won the most medals in the 1924 winter olympics,Norway,1.0,1.0,"Norway won the most medals in the 1924 Winter Olympics, collecting seventeen in total."
oracle,what is the final season of downton abbey,the sixth|sixth|six|the sixth series|Six,1.0,1.0,The final season of Downton Abbey is the sixth series.
oracle,which site of an enzyme is called allosteric site,regulatory site,1.0,1.0,"A regulatory site on an allosteric protein is also known as an allosteric site. This is where a modulator molecule binds, distinct from the active site."
oracle,what caused the breakup of the democratic republican party,the disputed 1824 presidential election,1.0,1.0,"The Democratic-Republican Party broke up in the aftermath of the disputed 1824 presidential election. Following this election, separate factions emerged, taking on characteristics of distinct parties. Supporters of Adams, aligned with Clay, advocated for modernization, banks, industrial development, and federal spending on internal improvements like roads. These views were generally opposed by the Old Republicans and the Jackson men."
oracle,who sings the song you'll never find another love like mine,Lou Rawls,1.0,1.0,"Lou Rawls sings the song ""You'll Never Find Another Love Like Mine."""
oracle,where was the original flight of the phoenix filmed,"20th Century-Fox Studios|Buttercup Valley, Arizona|Pilot Knob Mesa, California",1.0,1.0,"The original *Flight of the Phoenix* (1965 film) was filmed at several locations. Principal photography began at the 20th Century-Fox Studios and 20th Century-Fox Ranch in California. Other filming locations used to simulate the desert included Buttercup Valley, Arizona, and Pilot Knob Mesa, California. Specifically, all the flying sequences were filmed at Pilot Knob Mesa near Winterhaven, located in California's Imperial Valley, on the western fringes of Yuma,"
oracle,who warned europe to stay out of the americas,Monroe Doctrine|Roosevelt Corollary,1.0,1.0,"The provided document does not contain information about who warned Europe to stay out of the Americas. It only describes the Roosevelt Corollary, which was an addition to the Monroe Doctrine."
oracle,where does the formation of atp take place,plasma membrane in bacteria|inner mitochondrial membrane|thylakoid membrane|mitochondrial membrane in eukaryotes,1.0,1.0,"The formation of ATP takes place in the mitochondrial membrane in eukaryotes, the plasma membrane in bacteria, and the thylakoid membrane in plants."
oracle,who wrote song what a friend we have in jesus,Charles Crozat Converse|Joseph M. Scriven|William Bolcom,1.0,1.0,"Joseph M. Scriven wrote the poem ""What a Friend We Have in Jesus"" in 1855. Charles Crozat Converse composed the tune to the hymn in 1868."
oracle,who is the guy who walked across the twin towers,Philippe Petit,1.0,1.0,"The person who walked across the Twin Towers is Philippe Petit. He is a French high-wire artist who performed this unauthorized feat on the morning of August 7, 1974. He used a 200-kilogram cable and an 8-meter long, 25-kilogram balancing pole, performing for 45 minutes."
oracle,where do the royalties for winnie the pooh go,"the Slesinger family|Slesinger, Inc.",1.0,1.0,The royalties for Winnie-the-Pooh go to the Slesinger family.
oracle,all the motor neurons that control the skeletal muscles are,efferent nerves|Somatic motor neurons|Somatic,1.0,1.0,"All the motor neurons that control the skeletal muscles are somatic motor neurons. These neurons originate in the central nervous system and project their axons to skeletal muscles, which are involved in locomotion. The three types of these neurons are alpha efferent neurons, beta efferent neurons, and gamma efferent neurons. They are called efferent to indicate the flow of information from the central nervous system (CNS) to the periphery."
oracle,how old is the actress who plays phyllis on y&r,Gina Tognoni|age 44,1.0,1.0,"The actress who plays Phyllis on The Young and the Restless is Gina Tognoni, who was born on November 28, 1973."
oracle,who has scored more goals in the premier league,Alan Shearer,1.0,1.0,Alan Shearer has scored more goals in the Premier League.
oracle,total number of mna in pakistan national assembly,332 members|332,1.0,1.0,The total number of members in the Pakistan National Assembly (MNAs) is 332.
oracle,who played stumpy in the movie rio bravo,Walter Brennan,1.0,1.0,Walter Brennan played Stumpy in the movie Rio Bravo.
oracle,where is the protien made in the cell,in the cell nucleus|cell nucleus,0.0,0.0,"This question cannot be answered from the given source. The provided document describes the process of transcription, which is the first step in protein biosynthesis, but it does not state where the protein is actually made in the cell."
oracle,if there is a line that lies parallel to the horizon it is said to be,A vanishing point,1.0,1.0,"The provided document does not contain information about lines parallel to the horizon. It defines a vanishing point as where parallel lines in 3D space appear to converge in a 2D drawing, and discusses one-point perspective and the number of vanishing points in traditional linear drawings."
oracle,when's the last time the philadelphia eagles played the new england patriots,in Super Bowl LII,1.0,1.0,"The last time the Philadelphia Eagles played the New England Patriots was in Super Bowl LII, following the 2017 season. The Eagles won that game 41-33."
oracle,what was the purpose of a revival meeting during the second great awakening,evangelizing,1.0,1.0,Revival meetings were the most effective form of evangelizing during the Second Great Awakening.
closedbook,who got the first nobel prize in physics,Wilhelm Conrad Röntgen,1.0,1.0,The first Nobel Prize in Physics was awarded in **1901** to **Wilhelm Conrad Röntgen**.
closedbook,when is the next deadpool movie being released,"May 18, 2018",0.0,0.0,"The next Deadpool movie, **Deadpool & Wolverine**, is scheduled to be released on **July 26, 2024**."
closedbook,the south west wind blows across nigeria between,till September,0.0,0.0,"The South-West wind blows across Nigeria between **April and October**.  This period corresponds to the wet season in Nigeria, as the South-West winds bring moisture from the Atlantic Ocean."
closedbook,what does hp mean in war and order,hit points or health points,1.0,1.0,"In War and Order, **HP stands for ""Hit Points"" or ""Health Points.""**  It's a very common term in most strategy games and RPGs.  Here's what it means in the context of War and Order:  *   **For your Troops:** Each type of troop (Infantry, Ranged, Cavalry, Siege) has a certain amount of HP. When your troops are in battle, they take damage, and their HP decreases. When a troop'"
closedbook,who wrote the first declaration of human rights,Cyrus,1.0,1.0,"The first declaration of human rights is generally considered to be the **Cyrus Cylinder**.  It was written by **Cyrus the Great**, the founder of the Achaemenid Persian Empire, in the 6th century BCE."
closedbook,who is the owner of reading football club,Xiu Li Dai|Dai Xiuli|Dai Yongge|Yongge Dai,1.0,1.0,The owner of Reading Football Club is **Dai Yongge**.
closedbook,when is the last time the philadelphia won the superbowl,"Super Bowl LII,|2017",1.0,1.0,The Philadelphia Eagles won the Super Bowl in **2018** (Super Bowl LII).
closedbook,how many episodes are there in dragon ball z,291 episodes|291,1.0,1.0,There are **291 episodes** in Dragon Ball Z.
closedbook,who designed the garden city of new earswick,planner Raymond Unwin|architect Barry Parker|Raymond Unwin,1.0,1.0,The Garden City of New Earswick was designed by **Raymond Unwin**.
closedbook,what is the first step in the evolution of the eye,photoreceptor proteins that sense light|eyespots,0.0,0.0,"The first step in the evolution of the eye was the development of **light-sensitive cells** (photoreceptors).  These were very simple cells, likely just patches of pigment, that could detect the presence or absence of light. They couldn't form images, but they could tell an organism if it was in light or shadow, which was a significant advantage for things like:  *   **Circadian rhythms:** Knowing when it was day or night. *   **Predator avoidance"
closedbook,where is the tv show the curse of oak island filmed,Oak Island,1.0,1.0,"The Curse of Oak Island is filmed on **Oak Island, Nova Scotia, Canada**."
closedbook,where is gall bladder situated in human body,beneath the liver,0.0,0.0,"The **gallbladder** is situated in the **upper right quadrant of the abdomen**, tucked **underneath the liver**."
closedbook,who is the current director of the us mint,David J. Ryder|David Motl,0.0,0.0,"The current director of the US Mint is **Ventris C. Gibson**. She was confirmed by the Senate on December 13, 2022."
closedbook,what is the main mineral in lithium batteries,Lithium|lithium,1.0,1.0,The main mineral in lithium batteries is **lithium**.
closedbook,right to property according to the constitution of india is a,constitutional right,1.0,1.0,"According to the Constitution of India, the right to property is a **constitutional right**.  Here's a brief explanation of its evolution:  * **Originally (before 1978):** It was a Fundamental Right under Article 19(1)(f) and Article 31. * **After the 44th Amendment Act, 1978:** It was removed from the list of Fundamental Rights and made a constitutional right under **Article 30"
closedbook,who is the president of usa right now,Donald Trump,0.0,0.0,The current president of the USA is **Joe Biden**.
closedbook,what part of the brain is in the middle cranial fossa,pituitary gland|the temporal lobes|the pituitary gland|temporal lobes,1.0,1.0,The **temporal lobes** are the primary part of the brain located within the middle cranial fossa.
closedbook,where do the greasers live in the outsiders,"Tulsa, Oklahoma",0.0,0.0,"The Greasers in ""The Outsiders"" live on the **East Side** of town."
closedbook,who died in the plane crash greys anatomy,Dr. Lexie Grey|Lexie,1.0,1.0,"In the plane crash in Grey's Anatomy, **Lexie Grey** and **Mark Sloan** both died."
closedbook,where do they grow hops in the us,"Yakima (Washington)|Idaho|Washington|western Canyon County, Idaho|Willamette (Oregon)|Oregon",1.0,1.0,"The vast majority of hops in the US are grown in the **Pacific Northwest**, specifically in the **Yakima Valley of Washington state**.  While there are smaller, emerging hop farms in other regions, the Yakima Valley is the undisputed leader and accounts for over 75% of the total US hop production.  Here's a breakdown:  *   **Washington (Yakima Valley):** This is the heartland of US hop production. The climate, soil, and irrigation from the Yakima"
closedbook,what's the dog's name on tom and jerry,Spike,1.0,1.0,The dog's name on Tom and Jerry is **Spike**.
closedbook,in which regions are most of africa petroleum and natural gas found,Nigeria,0.0,1.0,"Most of Africa's petroleum and natural gas are found in the following regions:  *   **West Africa:** This is by far the most significant region, particularly the **Gulf of Guinea**. Countries like Nigeria, Angola, Ghana, Gabon, and Equatorial Guinea are major producers. *   **North Africa:** Countries like Libya, Algeria, and Egypt have substantial oil and gas reserves. *   **East Africa (Emerging):** While historically less prominent for oil, significant natural gas discoveries"
closedbook,in which sea pearl is found in india,the Indian Ocean,0.0,0.0,"Pearls are primarily found in the **Gulf of Mannar** along the southeastern coast of India, off the coast of Tamil Nadu."
closedbook,how many countries are a part of opec,14,0.0,0.0,There are **12 countries** that are currently a part of OPEC.
closedbook,what type of car is a jeep considered,off-road vehicles|light utility vehicles|sport utility vehicles,0.0,0.0,"A Jeep is considered an **SUV** (Sport Utility Vehicle).   While ""Jeep"" is a brand name, the vehicles they produce, particularly the iconic Wrangler, are the quintessential example of an SUV, known for their off-road capabilities and rugged design."
closedbook,what is the name of manchester united stadium,Old Trafford,1.0,1.0,The name of Manchester United's stadium is **Old Trafford**.
closedbook,who sings the theme song for the proud family,Destiny's Child|Solange Knowles,1.0,1.0,"The theme song for ""The Proud Family"" is sung by **Solange Knowles** and **Destiny's Child**."
closedbook,who wrote cant get you out of my head lyrics,Cathy Dennis and Rob Davis|Rob Davis|Cathy Dennis,1.0,1.0,"The lyrics for ""Can't Get You Out of My Head"" were written by **Cathy Dennis** and **Rob Davis**."
closedbook,who may be affected by monetary penalties imposed by the irs,Taxpayers in the United States,0.0,0.0,"Monetary penalties imposed by the IRS can affect a variety of individuals and entities, both directly and indirectly. Here's a breakdown:  **Directly Affected:**  *   **The Taxpayer (Individual or Business) on Whom the Penalty is Imposed:** This is the most obvious. They are directly responsible for paying the penalty. This could be:     *   **Individuals:** For things like failure to file, failure to pay, accuracy-related penalties, estimated tax penalties, etc"
closedbook,who turned out to be the mother on how i met your mother,Tracy McConnell,1.0,1.0,The mother on How I Met Your Mother was **Tracy McConnell**.
closedbook,what is the corporate tax rate in great britain,20%,0.0,0.0,"The main corporate tax rate in Great Britain (and the rest of the the UK) is **25%**.  However, there are some important nuances:  *   **Small Profits Rate:** Companies with profits of £50,000 or less pay a lower rate of **19%**. *   **Marginal Relief:** For companies with profits between £50,000 and £250,000, there's a system of marginal"
closedbook,what is the meaning of the name sinead,God forgave/God gratified,0.0,0.0,"The name **Sinead** is the Irish form of **Janet**, which itself is a diminutive of **Jane**.  Therefore, the meaning of Sinead is essentially **""God is gracious""** or **""Yahweh is gracious""**."
closedbook,what network is showing the monday night football game,ESPN,1.0,1.0,"Monday Night Football (MNF) is primarily shown on **ESPN**.  However, there are a few important nuances:  *   **ESPN:** This is the main broadcaster for almost all MNF games. *   **ABC:** For some select games (especially early in the season or important matchups), ABC will simulcast the game. This means it's shown on both ESPN and ABC simultaneously. *   **ESPN+:** You can stream MNF games on ESPN+ (with"
closedbook,what is the form of mozart symphony no 40,G minor|minor key symphonies,0.0,0.0,"Mozart's Symphony No. 40 is in the standard **four-movement form** of a classical symphony.  Here's a breakdown of each movement's typical form:  1.  **First Movement: Sonata Form**     *   **Exposition:** Presents the main themes (first theme, transition, second theme, closing theme).     *   **Development:** Explores and manipulates the themes, often with modulation to different keys.     *"
closedbook,what was the city of beijing previously known as,Peking,0.0,1.0,"The city of Beijing has been known by several names throughout its history. Some of the most prominent include:  * **Dadu (or Khanbaliq):** This was the name given to the the city during the Yuan Dynasty when it was rebuilt by Kublai Khan. * **Peking:** This is the most common historical name for Beijing in English and other Western languages. It was widely used for centuries. * **Jingdu:** This name means ""Capital"" and was used"
closedbook,when is the fourth movie of the divergent series coming out,never made,0.0,0.0,"Unfortunately, the fourth movie in the Divergent series, **Ascendant**, was never released.  After the third movie, ""Allegiant,"" performed poorly at the box office, Lionsgate decided to cancel the theatrical release of ""Ascendant"" and instead planned to develop it as a television movie or series. However, those plans never materialized, and the project was ultimately abandoned.  So, there will not be a fourth movie in the Divergent series."
closedbook,who will take the throne after the queen dies,"Charles, Prince of Wales",0.0,0.0,"The question of who will take the throne after the Queen dies is a matter of **succession**, which is determined by specific rules and laws.  In most monarchies, particularly those with a long history like the United Kingdom, the line of succession is well-established. It generally follows these principles:  *   **Primogeniture:** The eldest child of the monarch is usually first in line. *   **Gender (historically):** Historically, male heirs often took precedence over female"
closedbook,who is the girl in green day 21 guns,Lisa Stelly,0.0,0.0,"There isn't a specific ""girl in green"" associated with Green Day's song ""21 Guns.""  The song's music video features the band members (Billie Joe Armstrong, Mike Dirnt, and Tré Cool) and a couple (played by actors) who are trying to escape a burning building. There isn't a prominent female character dressed in green.  It's possible you might be thinking of:  *   **A fan:** Perhaps you saw a"
closedbook,what are the zords in the power rangers movie,animal-themed Ninja Zords,0.0,0.0,"The Zords in the 2017 Power Rangers movie are:  *   **Tyrannosaurus Rex Zord** (Red Ranger) *   **Mastodon Zord** (Black Ranger) *   **Triceratops Zord** (Blue Ranger) *   **Sabertooth Tiger Zord** (Yellow Ranger) *   **Pterodactyl Zord** (Pink Ranger)  And when they combine, they form the **Megaz"
